Gene.ID	ToxoDB_ID	Gene.Name.or.Symbol	Oocyst_4vs0d_logFC	Oocyst_4vs0d_test	Oocyst_10vs0d_logFC	Oocyst_10vs0d_test	Tachy_2dpi_vitro_vs_Oocyst_0d_logFC	Tachy_2dpi_vitro_vs_Oocyst_0d_test	Brady_4dpi_vitro_vs_Oocyst_0d_logFC	Brady_4dpi_vitro_vs_Oocyst_0d_test	Brady_8dpi_vitro_vs_Oocyst_0d_logFC	Brady_8dpi_vitro_vs_Oocyst_0d_test	Brady_21dpi_vivo_vs_Oocyst_0d_logFC	Brady_21dpi_vivo_vs_Oocyst_0d_test
TGME49_270300	59.m00078	N/A	2.1188548585	1	2.2547350285	1	1.296184802	1	1.3603665095	1	1.512262476	1	1.6074378445	1
TGME49_259240	55.m00116	RPS21	-1.52365547	-1	-0.791590521499997	-1	3.067773888	1	2.74398807	1	2.8758549055	1	3.7188875095	1
TGME49_220950	41.m01274	N/A	1.212705233	1	1.153778146	1	3.3477582475	1	1.680090669	1	2.1443936925	1	0.545476732000002	0
TGME49_202620	20.m03733	N/A	0.0725338239999984	0	0.113588072499998	0	3.123637547	1	1.9516170195	1	2.220423173	1	2.552014111	1
TGME49_315750	583.m05706	N/A	2.6821959475	1	1.6435736685	1	1.5457801	1	2.0175987215	1	1.1492104575	1	0.971913498499999	1
TGME49_209600	25.m02949	N/A	2.662429911	1	1.7993572675	1	1.4752007305	1	1.396316363	1	1.2615562215	1	1.4020295365	1
TGME49_217890	37.m00001	N/A	2.487222283	1	2.2769339	1	1.135750152	1	1.409783084	1	1.464957028	1	1.1722006145	1
TGME49_230070	44.m02575	N/A	1.107497079	1	0.629823072500003	1	1.567814738	1	1.7285955565	1	1.9660011135	1	2.942326855	1
TGME49_285980	76.m00002	GPM1	0.982525252500004	1	1.548279542	1	1.214650063	1	2.1774311675	1	2.141516119	1	1.864642561	1
TGME49_253690	52.m03460	N/A	3.548651403	1	2.9473514435	1	2.2682634175	1	0.405005544999999	0	0.660415394499997	1	0.0961023834999981	0
TGME49_291040	80.m00010	LDH2	-0.620602634999998	-1	-1.3362626	-1	0.457907757000002	0	3.36831092	1	3.2972022675	1	4.7508332165	1
TGME49_214220	33.m02666	N/A	2.5966108225	1	2.3737284785	1	0.648776341499998	1	1.6446655115	1	1.718058709	1	0.934663043999999	1
TGME49_260470	55.m04887	N/A	2.3905329625	1	1.9220899695	1	1.673229796	1	1.210006511	1	1.186845367	1	1.511259218	1
TGME49_291880	80.m02336	N/A	2.833177922	1	1.956221959	1	1.2973532715	1	1.217082903	1	1.14616272	1	1.41145903	1
TGME49_227360	42.m00084	RPL3	-0.0892073869999956	0	1.112290457	1	2.3705561745	1	2.538182475	1	2.652448872	1	1.2728931635	1
TGME49_200310	8.m00182	N/A	-0.656346807999998	-1	0.0364029725000012	0	2.3726628485	1	2.2860740315	1	2.6651447775	1	3.1432515045	1
TGME49_217520	37.m00748	N/A	0.538144311499999	0	-0.295659213500001	0	1.984467078	1	2.3724666885	1	2.4022884195	1	2.8257284695	1
TGME49_203930	20.m05981	N/A	1.1999707165	1	0.506189773000002	0	2.646127242	1	1.81351928	1	1.621469073	1	2.0335884305	1
TGME49_308840	583.m00001	SRS51	4.0315538935	1	3.130546468	1	1.756013552	1	1.090000761	1	0.973472308499997	1	-1.198224922	-1
TGME49_311100	583.m05408	N/A	-0.194066458999999	0	0.283655878000002	0	1.786524825	1	2.8158812435	1	2.922020078	1	2.157600907	1
TGME49_238440	49.m03102	SRS22A	-0.0439951455000003	0	0.1904530915	0	-0.5886677065	-1	2.3040749855	1	3.0540247135	1	4.795040688	1
TGME49_299670	145.m00321	N/A	2.277374873	1	1.9279231465	1	1.565108234	1	1.295382484	1	1.41487629	1	1.2163444515	1
TGME49_311000	583.m09104	N/A	1.393527864	1	2.166241104	1	1.653689851	1	1.220630414	1	1.433088492	1	1.8278035485	1
TGME49_213067	31.m00931	N/A	0.795283066500001	1	0.193568225000001	0	1.2615628415	1	2.7618048855	1	2.752420493	1	1.9293099205	1
TGME49_213069	31.m00931	N/A	0.795283066500001	1	0.193568225000001	0	1.2615628415	1	2.7618048855	1	2.752420493	1	1.9293099205	1
TGME49_213072	31.m00931	N/A	0.795283066500001	1	0.193568225000001	0	1.2615628415	1	2.7618048855	1	2.752420493	1	1.9293099205	1
TGME49_219130	38.m01100	N/A	2.2988870645	1	1.849890647	1	0.7449360645	1	1.445616922	1	1.660714114	1	1.6826150525	1
TGME49_267070	57.m01834	N/A	2.8000501855	1	1.719177331	1	1.313359994	1	1.5176568085	1	1.324071971	1	1.0014539895	1
TGME49_318660	641.m00170	N/A	1.3508723585	1	0.7360323805	1	1.2673404225	1	2.1322760045	1	1.9768139225	1	2.2019130645	1
TGME49_277920	65.m02507	N/A	-0.533518838499999	-1	-0.0947733484999977	0	2.457148745	1	1.82359369	1	2.344795144	1	3.6655648065	1
TGME49_276930	65.m01969	N/A	2.892474216	1	2.100792561	1	1.358421244	1	-0.0389455989999998	0	1.4110578355	1	1.9180918435	1
TGME49_246178	50.m03107	N/A	1.5229986745	1	0.789402817000001	1	1.769979099	1	1.657054307	1	1.4697024705	1	2.423133905	1
TGME49_246182	50.m03107	N/A	1.5229986745	1	0.789402817000001	1	1.769979099	1	1.657054307	1	1.4697024705	1	2.423133905	1
TGME49_293470	83.m01215	N/A	1.7732756745	1	1.586674017	1	1.4448076195	1	1.5086340445	1	1.6495642915	1	1.6561406005	1
TGME49_205390	20.m05902	N/A	2.7140225665	1	2.765211027	1	0.754760394000001	1	1.060319095	1	1.268495126	1	1.0552670515	1
TGME49_264990	57.m00022	N/A	1.890115756	1	0.693892097000001	1	2.40902215	1	1.90337508	1	1.5054899375	1	1.2081022455	1
TGME49_306270	541.m02054	N/A	4.231663506	1	3.6300295265	1	-0.00691415550000052	0	-0.817651894500001	-1	0.4228400265	0	2.1468877815	1
TGME49_239770	49.m03173	ALV7	3.453180812	1	2.288854064	1	1.299743878	1	0.658361169999998	1	0.593540985000002	1	1.308814914	1
TGME49_260440	55.m00139	N/A	-0.643677463999999	-1	-0.358824188000001	0	2.1290002805	1	2.4935659025	1	3.0501583	1	2.925057861	1
TGME49_293420	83.m01210	N/A	3.312972399	1	2.1275807815	1	1.691658101	1	1.32368765	1	0.573794297999999	1	0.5633070215	0
TGME49_217570	37.m00753	RPS27	-1.0468166055	-1	1.1470619245	1	2.3631299725	1	2.0165641	1	2.282478052	1	2.822914232	1
TGME49_265370	57.m03130	N/A	-1.0281446475	-1	1.970010418	1	2.3809113265	1	2.027455341	1	2.2014884945	1	2.027055472	1
TGME49_304870	541.m01140	N/A	2.070174249	1	1.6147085385	1	1.155000227	1	1.649232411	1	1.5185221675	1	1.563257815	1
TGME49_242840	49.m03317	N/A	-0.3410610115	0	0.970103603499998	1	2.199841275	1	1.9436949315	1	2.264687505	1	2.519215871	1
TGME49_286580	76.m01665	N/A	3.3638958425	1	1.7224142765	1	1.7475185315	1	1.1216037825	1	0.673487240000003	1	0.902932564000002	1
TGME49_208380	25.m01805	N/A	3.1334474485	1	2.683362954	1	-0.210454118	0	1.8890815665	1	1.4160678195	1	0.580765539500001	0
TGME49_258458	55.m04759	N/A	2.6057202295	1	2.6208076625	1	1.5681765365	1	1.0209317285	1	1.30392809	1	0.339725032000001	0
TGME49_258462	55.m04759	N/A	2.6057202295	1	2.6208076625	1	1.5681765365	1	1.0209317285	1	1.30392809	1	0.339725032000001	0
TGME49_316550	583.m05759	N/A	5.8587178325	1	3.893448083	1	-0.239379478999999	0	0.2046594355	0	-0.3487625885	0	0.0806890215	0
TGME49_293440	83.m01212	N/A	0.231077980999999	0	0.0732249239999989	0	2.197808403	1	2.240997169	1	2.47908594	1	2.2173486945	1
TGME49_244260	49.m03400	N/A	3.819732347	1	2.8178313755	1	-0.2727674265	0	1.291480339	1	1.2122528505	1	0.552732045	0
TGME49_309760	583.m05303	N/A	1.822447896	1	1.869044369	1	1.8475109915	1	1.132203604	1	1.4114635735	1	1.333714812	1
TGME49_301250	162.m00508	N/A	1.504914653	1	1.38793049	1	1.679101172	1	1.4694272685	1	1.703725842	1	1.662369164	1
TGME49_273770	59.m03700	N/A	1.4622495175	1	1.174953898	1	1.88398706	1	1.213975183	1	1.5156510765	1	2.131556049	1
TGME49_231140	44.m00003	RPS25	-0.690703228999999	-1	0.662991995500001	1	2.1851351035	1	2.3952822545	1	2.4086416685	1	2.420165809	1
TGME49_247440	50.m03170	N/A	0.815885757500002	1	0.204116143000002	0	2.1168160635	1	1.8436306455	1	1.920591003	1	2.4719423515	1
TGME49_232760	44.m02748	IPP2	1.524410594	1	1.7168647805	1	1.2312866085	1	1.3881590975	1	1.716947744	1	1.7526197755	1
TGME49_271320	59.m06103	N/A	1.4598637575	1	1.076558447	1	-0.355336771499999	0	2.8107327115	1	2.8173684315	1	1.477684754	1
TGME49_273050	59.m03658	N/A	2.3490598975	1	1.3408975	1	1.9928205995	1	1.303311749	1	1.374097366	1	0.919667518000001	1
TGME49_226040	42.m03474	N/A	2.2161131495	1	1.436843372	1	1.002488185	1	1.448985014	1	1.181260234	1	1.9864773055	1
TGME49_249850	50.m03340	GAP40	1.576076138	1	0.291571468000002	0	2.2098286965	1	1.7054046615	1	1.404294809	1	2.072885549	1
TGME49_286420	76.m00016	N/A	-1.6435348425	-1	-0.6105377575	-1	3.122683684	1	3.219672392	1	3.020520641	1	2.126723773	1
TGME49_263520	55.m00224	SPM1	2.6791729475	1	1.779497574	1	2.0428788675	1	1.401132173	1	0.835353602500001	1	0.493922182000002	0
TGME49_254470	52.m00026	N/A	2.42855221	1	2.5701724805	1	1.6692744655	1	0.704297397499999	1	1.1515761865	1	0.701206761999999	1
TGME49_253180	52.m02683	N/A	0.9471098835	1	1.6996104215	1	2.010003409	1	1.4748109165	1	1.738442113	1	1.345967308	1
TGME49_242110	49.m03275	ROP38	1.2854586205	1	1.808522148	1	1.37031939	1	2.221037413	1	2.112706419	1	0.410340747000002	0
TGME49_218820	38.m01082	N/A	1.2199759175	1	1.6496466795	1	1.558158863	1	1.6993746775	1	1.7320339425	1	1.3443160975	1
TGME49_232300	44.m04669	RPS3	-2.053943722	-1	0.272865055500001	0	2.573553277	1	2.7943671725	1	2.703822021	1	2.8876509765	1
TGME49_308860	583.m00621	N/A	1.5815649125	1	1.3472841705	1	2.178655718	1	1.767230387	1	1.414917841	1	0.821852430500001	1
TGME49_225150	42.m03409	N/A	1.598422735	1	1.093635628	1	1.59060619	1	1.575458733	1	1.7740232215	1	1.4607221835	1
TGME49_225160	42.m03409	N/A	1.598422735	1	1.093635628	1	1.59060619	1	1.575458733	1	1.7740232215	1	1.4607221835	1
TGME49_308970	583.m05265	N/A	2.3642148285	1	1.720040604	1	2.064410607	1	0.9144107545	1	1.107923455	1	0.906892284	1
TGME49_311890	583.m00642	N/A	2.9353459965	1	1.9945356775	1	1.128670759	1	1.082972096	1	0.963102799000001	1	0.967028951000001	1
TGME49_316540	583.m05758	ISP3	2.4096689895	1	1.0281633395	1	1.4161235505	1	1.7318359825	1	1.2220388575	1	1.2182973175	1
TGME49_230970	44.m02627	N/A	1.868617484	1	0.308102190999999	0	2.336439606	1	1.597810066	1	1.127054723	1	1.7867110755	1
TGME49_307040	542.m00002	N/A	2.7295318055	1	1.6630888815	1	1.1551874965	1	1.0344617605	1	1.3250654685	1	1.111771843	1
TGME49_293720	83.m02140	N/A	2.217802538	1	0.963423343500001	1	1.1702213455	1	1.602046117	1	1.4875772555	1	1.577825841	1
TGME49_212980	31.m00934	N/A	2.3663956525	1	2.2821968855	1	1.3341636675	1	1.1423921725	1	0.983431813499999	1	0.888231082	1
TGME49_238150	49.m03087	N/A	0.0185471104999984	0	0.106503480999999	0	1.5011841455	1	2.922713875	1	2.47110523	1	1.9710243515	1
TGME49_290030	80.m03970	N/A	-0.115272140499998	0	1.3555150075	1	2.31930001	1	1.8298021715	1	2.0464777375	1	1.554873711	1
TGME49_224900	42.m00116	N/A	0.615493722000002	1	1.3012847045	1	1.4847525275	1	1.74390145	1	1.847582533	1	1.9529134425	1
TGME49_233380	44.m02791	N/A	1.7392099615	1	1.4064393085	1	1.9967094235	1	1.44926706	1	1.426453103	1	0.879863746000002	1
TGME49_321570	645.m00003	N/A	0.660548979500001	1	-0.0229085989999991	0	1.8617787175	1	2.1503131605	1	2.327971515	1	1.9116845425	1
TGME49_230410	44.m00002	PRX3	1.2335453605	1	1.2023658405	1	1.8492668005	1	1.2930069045	1	1.835311067	1	1.460197884	1
TGME49_297880	113.m00802	N/A	-0.694743373499999	-1	-0.373029803	0	2.951332029	1	2.024532623	1	2.574312845	1	2.3883333895	1
TGME49_231630	44.m00031	ALV4	1.8089327625	1	0.890746870500001	1	1.954750324	1	1.6752032015	1	1.315940385	1	1.223557016	1
TGME49_304500	540.m00192	N/A	2.754031087	1	1.891284783	1	1.0899846155	1	0.463155866	0	0.834786678500001	1	1.83172439	1
TGME49_306450	541.m01237	N/A	4.169082441	1	2.8875618645	1	-0.979436364999999	-1	1.0510394065	1	0.903180588	1	0.776196859500001	1
TGME49_258940	55.m04800	N/A	1.177521405	1	0.912771872	1	1.033616671	1	1.945558057	1	1.5119306995	1	2.219885216	1
TGME49_311230	583.m05417	N/A	2.1661797955	1	1.920804771	1	1.447479647	1	0.959392920000001	1	1.0879882555	1	1.1762758695	1
TGME49_278530	65.m00003	N/A	1.3017008905	1	1.429039024	1	1.089596228	1	1.542862518	1	1.588772985	1	1.7961701635	1
TGME49_275670	64.m00327	ALV5	1.3639289455	1	0.6008421885	1	1.6748785435	1	1.770305823	1	1.5105058465	1	1.7997972475	1
TGME49_243730	49.m00048	ROP9	0.955970145000003	1	0.736635772000002	1	2.4164549155	1	1.6602551925	1	2.138943229	1	0.806847266000003	1
TGME49_217530	37.m00005	N/A	2.7446833935	1	2.353536135	1	1.239600905	1	0.535685958500002	1	0.749374732500002	1	1.059932377	1
TGME49_209920	25.m01899	N/A	5.794248491	1	3.8900324555	1	-0.592137962	-1	-0.2694732725	0	-0.596508603500001	-1	0.445592932999999	0
TGME49_208730	25.m01822	N/A	0.0977146754999998	0	0.231710778499999	0	1.0097961185	1	2.4791531505	1	2.385667062	1	2.448764777	1
TGME49_222840	41.m00030	N/A	-0.493113074499997	0	0.791910059500002	1	2.4849053395	1	2.054411592	1	2.308251035	1	1.447811174	1
TGME49_222850	41.m01372	N/A	0.990270776000002	1	1.3532078235	1	1.6229757875	1	1.2813403195	1	1.5891808795	1	1.7293751155	1
TGME49_289910	80.m02250	N/A	2.090800693	1	0.786145840500002	1	2.009839329	1	1.8148432795	1	0.966139492500001	1	0.887273671500001	1
TGME49_271610	59.m00042	N/A	2.4257398075	1	1.796085877	1	0.831712531000004	1	1.1128176285	1	1.221910461	1	1.165096516	1
TGME49_278080	65.m01148	N/A	-0.724053474499997	-1	-0.950029362499997	-1	0.704193764500002	1	3.4232608415	1	3.123784917	1	2.951325301	1
TGME49_214950	33.m01323	N/A	1.660450084	1	1.1432718025	1	1.7194757405	1	1.233229941	1	1.392761224	1	1.3752633895	1
TGME49_216080	35.m00004	N/A	1.9023026525	1	1.195292666	1	1.3502211325	1	1.114767756	1	1.3795912775	1	1.5454412315	1
TGME49_300140	145.m00003	N/A	1.487021484	1	1.8140880725	1	1.722049218	1	1.257588176	1	1.6299355345	1	0.570911956	0
TGME49_268980	59.m06125	N/A	2.624757102	1	1.5892834535	1	1.8770106895	1	0.626506802999999	1	0.8699995215	1	0.8930264155	1
TGME49_230520	44.m02604	N/A	-1.188120464	-1	-1.1505101885	-1	2.1988819255	1	2.556869837	1	2.883673917	1	3.1599356725	1
TGME49_214210	33.m02213	N/A	0.497216606000001	0	0.657031025000001	1	1.773093235	1	1.522533129	1	1.6853133105	1	2.3223232505	1
TGME49_312630	583.m00019	N/A	2.8156027585	1	1.990979288	1	0.908487286499999	1	0.781062703999998	1	1.02372797	1	0.931107200499999	1
TGME49_206690	20.m03975	GAPM2B	2.9866462315	1	1.017511761	1	1.317763889	1	1.23888269	1	0.560069228000001	1	1.2974447425	1
TGME49_231640	44.m00004	ALV1	1.851337673	1	1.2663421505	1	2.0214931235	1	1.4645984475	1	1.112610662	1	0.696557198499998	0
TGME49_224520	42.m03356	ALV10	1.782834602	1	1.6825375565	1	1.602647826	1	1.468084669	1	1.1061648245	1	0.765053775499999	1
TGME49_224710	42.m03371	N/A	2.310317903	1	1.938960482	1	-0.0424906464999983	0	1.262535758	1	1.769295303	1	1.1380291145	1
TGME49_209810	25.m01891	N/A	3.037817722	1	1.860551448	1	-0.313415775999999	0	2.0825546115	1	1.2779753745	1	0.397795592	0
TGME49_274090	59.m06083	N/A	3.571973931	1	2.6479223805	1	0.234427771500002	0	0.562679596000001	0	0.537081437500002	0	0.787748252500001	1
TGME49_306060	541.m00141	RON8	2.0495904315	1	1.3937040155	1	1.551834828	1	1.294394464	1	1.169714176	1	0.875301819000003	1
TGME49_285930	76.m01628	N/A	2.785543387	1	2.1644228425	1	1.2489418535	1	0.575246444000001	1	0.6435102415	1	0.906905032000001	1
TGME49_286600	76.m01667	N/A	2.3015912795	1	1.0433856555	1	1.1335935505	1	1.329376845	1	1.391546753	1	1.120276041	1
TGME49_283550	76.m01544	N/A	0.858262684500001	1	1.415611423	1	1.7128462275	1	1.1186687995	1	1.386338113	1	1.7846039995	1
TGME49_278450	65.m02505	N/A	2.360492759	1	1.0309731565	1	1.3647784325	1	1.13700382	1	1.396694224	1	0.900273097	1
TGME49_305860	541.m00134	CDPK3	2.7861370295	1	2.1662834525	1	0.8640535495	1	0.785605699	1	0.688735413500001	1	0.888085084000001	1
TGME49_261540	55.m00281	N/A	1.229566901	1	1.085907655	1	1.526065051	1	0.917136934000001	1	1.2766578005	1	2.141232228	1
TGME49_207170	23.m00237	N/A	-0.582422132500001	-1	0.950597176999999	1	2.0075297005	1	1.9337713535	1	1.9124528715	1	1.9451286515	1
TGME49_268360	59.m03382	N/A	1.907390846	1	1.085936049	1	0.426014010999999	0	1.51495328	1	1.6395890995	1	1.5719411905	1
TGME49_312950	583.m05515	N/A	3.0337903015	1	2.5113021865	1	0.496566620500001	0	0.238738175500001	0	-0.0589922269999983	0	1.921997187	1
TGME49_255190	55.m00002	N/A	2.2705411945	1	0.830035612999998	1	1.5775598345	1	1.0047413765	1	0.856515259999999	1	1.603728337	1
TGME49_233140	44.m02770	N/A	-1.1558386365	-1	-0.2330073895	0	2.775410727	1	1.814062005	1	2.4601877135	1	2.4774731265	1
TGME49_212300	28.m00307	N/A	0.899376353000002	1	0.818665823500001	1	2.0202699375	1	1.2121576665	1	1.5440202895	1	1.642563678	1
TGME49_310180	583.m05337	N/A	-1.2164393005	-1	0.808700381500002	1	1.7083330525	1	2.45946644	1	2.276643002	1	2.0951743545	1
TGME49_286470	76.m00003	N/A	0.951126595000002	1	0.655761920000002	1	1.79371633	1	1.3417333805	1	1.2899661225	1	2.061663391	1
TGME49_307260	542.m00409	N/A	0.3372981415	0	1.13524876	1	1.5074478075	1	1.621074028	1	1.9006518275	1	1.5887699265	1
TGME49_295420	86.m00370	N/A	1.9331092885	1	1.7215740265	1	1.584777097	1	0.874146846	1	1.144637226	1	0.832008216500003	1
TGME49_252360	52.m01543	ROP24	2.114134417	1	0.864732809500003	1	1.8160588235	1	1.056302074	1	1.278682733	1	0.938897492500002	1
TGME49_314310	583.m09172	N/A	-1.1401683135	-1	-1.1861809915	-1	1.7356732005	1	2.4856885145	1	3.097270626	1	3.0699835855	1
TGME49_242820	49.m03315	N/A	-0.128164250999999	0	0.00165685849999964	0	1.976906758	1	2.072011034	1	1.9985323265	1	2.138690278	1
TGME49_306650	541.m02067	N/A	0.906670708000003	1	1.2311304315	1	1.55395405	1	1.671208388	1	1.6447458935	1	1.0449726115	1
TGME49_216000	35.m01595	ALV3	2.5731832605	1	1.369910368	1	1.7450280055	1	1.1997523375	1	0.698761501000001	1	0.463788671000001	0
TGME49_308930	583.m00589	N/A	1.209863717	1	1.4130938875	1	1.1712586305	1	1.5103599435	1	1.3549679155	1	1.376056192	1
TGME49_271270	59.m00038	N/A	1.5531582535	1	1.053023719	1	1.857498408	1	1.2787479725	1	1.255084203	1	1.0187927065	1
TGME49_283800	76.m03425	N/A	-0.298290819	0	-0.905304940499998	-1	1.3194938575	1	2.7126214435	1	2.952271848	1	2.2305846205	1
TGME49_275810	64.m00338	RPS10	1.5937126175	1	1.658336051	1	1.422707669	1	1.3008721035	1	1.4395642215	1	0.590607298500002	1
TGME49_240380	49.m05666	N/A	1.0110483375	1	1.345560984	1	1.226937028	1	1.254173972	1	1.56760219	1	1.5773811025	1
TGME49_228470	42.m00111	RPL15	-1.179590291	-1	-0.465573971	-1	2.4766012485	1	2.469492459	1	2.7384326815	1	1.8831570025	1
TGME49_290000	80.m02259	N/A	1.739070942	1	0.9341818605	1	0.299069578500001	0	1.5539562435	1	1.461271757	1	1.9187833715	1
TGME49_306920	542.m00219	N/A	2.372276466	1	1.7521359175	1	0.7967914045	1	0.885628359499999	1	1.0181144505	1	1.0638899865	1
TGME49_283510	76.m00010	N/A	1.998772019	1	1.3162352085	1	1.1479027245	1	1.067541432	1	0.957484658	1	1.3974301135	1
TGME49_205060	20.m05916	N/A	0.5249306595	0	0.757403764000002	1	0.988441797500001	1	1.4407770345	1	1.7082426465	1	2.454964798	1
TGME49_299980	145.m00326	N/A	2.6434414775	1	2.2270569885	1	1.1168070725	1	0.548238116500002	1	0.522264975000001	1	0.776700991500001	1
TGME49_273350	59.m06094	N/A	1.236538234	1	1.349174304	1	0.794069661	1	1.338473181	1	1.520239743	1	1.5719077955	1
TGME49_250930	50.m00090	N/A	0.600756060000001	1	0.838956897	1	1.008536214	1	1.864416225	1	2.175371512	1	1.3124724375	1
TGME49_297710	113.m00792	N/A	3.442902268	1	3.014313226	1	0.982907769499999	1	0.0995737375000005	0	-0.143894276500001	0	0.3965542715	0
TGME49_297720	113.m00792	N/A	3.442902268	1	3.014313226	1	0.982907769499999	1	0.0995737375000005	0	-0.143894276500001	0	0.3965542715	0
TGME49_222000	41.m00033	N/A	0.432317408	1	0.726848540000002	1	1.919868344	1	1.3100693145	1	1.8881050005	1	1.5099309005	1
TGME49_244560	49.m00060	N/A	-0.678105724499998	-1	1.002191564	1	2.1635016405	1	2.1019384185	1	2.171264136	1	1.020179884	1
TGME49_316330	583.m00013	SOD2	0.2117567775	0	0.116962151499998	0	2.22361182	1	1.405159157	1	1.831480849	1	1.9737074235	1
TGME49_290870	80.m00089	N/A	1.9313446355	1	1.3472741315	1	1.083131161	1	1.079857294	1	1.393800285	1	0.924968662499999	1
TGME49_293900	83.m00006	N/A	2.328811937	1	1.672109892	1	1.4698842375	1	0.578231099000001	1	0.710856499000001	1	0.991776456500002	1
TGME49_207210	23.m00155	N/A	-2.19056031	-1	-2.7100267455	-1	0.928600985000004	1	3.711584493	1	3.403577949	1	4.574943526	1
TGME49_288030	80.m02125	N/A	3.0333264575	1	1.4848959225	1	0.810950491000002	1	0.741410934000001	1	0.731122899000001	1	0.913252686	1
TGME49_230350	44.m00026	N/A	1.3494522235	1	0.514290008	0	1.845773264	1	1.3533570675	1	1.3226024285	1	1.329455468	1
TGME49_247220	50.m00060	N/A	2.298719923	1	1.3621492565	1	1.801627355	1	0.315466575999999	0	0.896585439500001	1	1.0370528045	1
TGME49_203820	20.m03823	N/A	1.5165852865	1	0.837432161499999	1	1.1808594555	1	1.297184059	1	1.2857180085	1	1.5902479955	1
TGME49_278270	65.m02513	N/A	1.534269505	1	0.968220472000001	1	0.950764549	1	0.770849466500001	1	1.1525425175	1	2.3224183985	1
TGME49_217640	37.m00761	N/A	3.0077047315	1	1.8820987195	1	0.710477116500001	1	0.1190592555	0	0.314879423500001	0	1.635587329	1
TGME49_232340	44.m02718	N/A	0.0675342795000002	0	1.286074498	1	1.921171355	1	1.572438504	1	1.3091570865	1	1.502162344	1
TGME49_219750	38.m01073	N/A	2.252728783	1	1.2675415545	1	1.297055532	1	0.653628912000001	1	0.838992703500002	1	1.336759797	1
TGME49_235340	46.m02877	N/A	2.8483742015	1	1.6160854925	1	1.200879099	1	0.586911144000001	0	0.844178303500001	1	0.5410835525	0
TGME49_259900	55.m04850	N/A	6.2090986155	1	4.972711202	1	-1.0099590015	-1	-1.1009169745	-1	-1.0244023725	-1	-0.436729178999999	0
TGME49_226410	42.m00069	N/A	-0.926692221	-1	-0.673757434500001	-1	2.452549767	1	1.9650993875	1	2.387538895	1	2.4032944965	1
TGME49_258200	55.m04746	N/A	3.6283684565	1	2.6201503555	1	-0.1586616945	0	0.8213268025	1	0.204974854	0	0.484404014	0
TGME49_267500	57.m00038	N/A	2.2166193185	1	1.428491218	1	1.365551242	1	1.003582503	1	0.9202309785	1	0.664043591	1
TGME49_255740	55.m04631	N/A	1.61649043	1	0.894338718500003	1	0.611580991000003	1	1.1702302295	1	1.0990611615	1	2.1834315895	1
TGME49_228760	42.m03638	N/A	0.582284076000001	1	0.610665058	1	1.777269775	1	1.4601926225	1	1.839571784	1	1.302248984	1
TGME49_228190	42.m03611	N/A	-0.568278608999998	0	0.264573491000001	0	1.724043921	1	1.6910516405	1	1.711971036	1	2.7379023605	1
TGME49_240930	49.m03245	N/A	0.727293566	0	0.563211362000002	0	-0.0378890364999984	0	2.192701023	1	1.9927712325	1	2.1059709895	1
TGME49_311430	583.m00637	N/A	0.6386112875	1	0.581186553999999	1	1.216421197	1	1.5794696955	1	1.715445656	1	1.8001562495	1
TGME49_282180	74.m00460	N/A	0.615990484500001	1	0.753783758500002	1	1.43478071	1	1.6871165195	1	1.502416528	1	1.5038482835	1
TGME49_240570	49.m03219	N/A	1.5932139345	1	1.4543728595	1	1.200263267	1	0.836567771000002	1	0.833879220500002	1	1.5663400285	1
TGME49_269720	59.m03468	N/A	1.91122589	1	1.6252079065	1	0.7895594495	1	0.889655061500001	1	0.960954632	1	1.3027543995	1
TGME49_201780	20.m00002	MIC2	1.694777175	1	2.147841325	1	2.174748079	1	0.2951134805	0	0.740435397500001	1	0.4235803775	0
TGME49_276880	65.m01089	N/A	5.9295663285	1	5.0496696315	1	-0.797161955500001	-1	-1.0965813995	-1	-1.1226122285	-1	-0.487724660500001	0
TGME49_315640	583.m05698	N/A	0.334134153500002	0	0.9783508225	1	0.934590766499999	1	2.202970264	1	1.9811919115	1	1.0415734255	1
TGME49_240780	49.m03233	N/A	-0.549461807499998	-1	1.895962039	1	1.2179431615	1	1.46854242	1	1.5463627855	1	1.8718289665	1
TGME49_312390	583.m05483	N/A	0.7594848185	1	1.0358963755	1	1.285410354	1	1.3465207185	1	1.467002343	1	1.548106524	1
TGME49_212210	28.m00590	N/A	2.374554657	1	1.778149853	1	1.178194381	1	0.790929031500002	1	0.769659383500001	1	0.534785244	0
TGME49_212920	31.m00861	N/A	-0.0109731925000016	0	0.765740865500001	1	0.632835378999999	1	1.588609118	1	1.882199912	1	2.5214301365	1
TGME49_309730	583.m00615	N/A	0.890263418999999	1	1.6471645115	1	1.4840784055	1	1.295516581	1	1.215362193	1	0.846508841499999	1
TGME49_283860	76.m01559	N/A	0.768335109500001	1	1.1000951935	1	1.316587881	1	1.261240916	1	1.3922500045	1	1.5390595665	1
TGME49_268680	59.m03398	N/A	2.058480967	1	1.4841552955	1	0.65261843	1	1.035974698	1	0.592075817	0	1.5533155885	1
TGME49_297960	113.m00009	RON6	0.898309319000002	1	0.671075569	1	1.962956237	1	1.377411703	1	1.33823402	1	1.121323772	1
TGME49_306520	541.m00139	N/A	1.8786753035	1	1.3867057475	1	1.0470809	1	0.913450964000001	1	0.9991504605	1	1.1382881655	1
TGME49_266890	57.m03122	N/A	1.589158869	1	0.6999374525	1	1.444411909	1	1.098890898	1	1.015533572	1	1.5103199215	1
