Gene.ID	ToxoDB_ID	Gene.Name.or.Symbol	Oocyst_4vs0d_logFC	Oocyst_4vs0d_test	Oocyst_10vs0d_logFC	Oocyst_10vs0d_test	Tachy_2dpi_vitro_vs_Oocyst_0d_logFC	Tachy_2dpi_vitro_vs_Oocyst_0d_test	Brady_4dpi_vitro_vs_Oocyst_0d_logFC	Brady_4dpi_vitro_vs_Oocyst_0d_test	Brady_8dpi_vitro_vs_Oocyst_0d_logFC	Brady_8dpi_vitro_vs_Oocyst_0d_test	Brady_21dpi_vivo_vs_Oocyst_0d_logFC	Brady_21dpi_vivo_vs_Oocyst_0d_test
TGME49_202470	20.m03721	N/A	0.557099931000001	1	0.672250277500001	1	0.0144715100000008	0	0.1038289215	0	-0.256152604	0	0.134863344000001	0
TGME49_255200	55.m04600	N/A	2.1155078905	1	0.962091188499999	1	-0.467326699500001	0	-0.6427532125	-1	-0.411306674	0	-0.3305130765	0
TGME49_270710	59.m03530	N/A	0.915933361000002	1	0.582893502000001	1	0.112101077000001	0	-0.0580370864999988	0	-0.247749356999998	0	-0.079561696499999	0
TGME49_244170	49.m03395	N/A	-0.214116536999999	0	0.733865462500002	1	0.327460890000001	0	0.0332318645000016	0	-0.0104344074999991	0	0.354320971500002	0
TGME49_262510	55.m04996	N/A	-0.182080985499999	0	0.0547970115000012	0	0.0546452030000002	0	0.263784532	0	0.4448230995	0	0.5856998055	1
TGME49_244590	49.m03424	N/A	0.9674972175	1	0.922157862	1	-0.714722344	-1	0.3183983895	0	0.0753453505000001	0	-0.3473237485	0
TGME49_235360	46.m01641	N/A	0.353677071000001	0	0.191745904500001	0	-0.048186499499999	0	-0.166298238999999	0	0.201888987000001	0	0.688172841500002	1
TGME49_274110	59.m03724	N/A	-0.193741804499998	0	-0.224757160999999	0	0.4290497015	0	0.4382552515	0	0.5384343825	1	0.226145439500001	0
TGME49_205020	20.m03884	N/A	2.137555903	1	2.051098006	1	-0.872325870999998	-1	-0.749666332999998	0	-0.975136078999997	-1	-0.378360193999999	0
TGME49_263030	55.m05027	N/A	0.0331429325000014	0	0.885547764	1	0.385885247000001	0	-0.291376045500001	0	0.080707013	0	0.118228524500001	0
TGME49_235700	46.m01668	N/A	-0.4365015205	0	-0.5901233185	-1	0.67174598	1	0.474746412	0	0.8392458335	1	0.2470888025	0
TGME49_260340	55.m10251	N/A	-0.4633992615	0	0.170977684999999	0	0.305716451499999	0	0.426310401999999	0	0.635793360499999	1	0.128680931	0
TGME49_239590	49.m03158	N/A	-0.4917403755	-1	-0.0642870394999999	0	0.2455069035	0	0.1879322285	0	0.164146808999999	0	1.161931359	1
TGME49_315630	583.m11390	N/A	0.0230053825000023	0	0.0867593860000015	0	0.240249016000001	0	0.0210739415000005	0	0.203018194500001	0	0.6282782965	1
TGME49_262430	55.m04989	N/A	-0.0929744894999986	0	-0.255224538499999	0	0.261917104000001	0	0.446219282500001	0	0.5946110415	1	0.238549073000001	0
TGME49_307830	551.m00227	N/A	-0.3935579615	0	0.437213262500001	0	0.561779828000001	1	0.164283708500001	0	0.214129064000001	0	0.2058028085	0
TGME49_214840	33.m01312	AP2X7	0.362440073000001	0	1.05915721	1	0.0550008870000003	0	0.110405954	0	-0.287098995999999	0	-0.111657863500001	0
TGME49_226830	42.m03533	N/A	-0.9036770765	-1	-0.1835490265	0	0.7690427425	1	0.465175251	0	0.7939741705	1	0.247061206499999	0
TGME49_241150	49.m03251	N/A	-1.0292646295	-1	-0.177544675999999	0	0.1051363275	0	1.3023197895	1	0.967423278000001	1	0.0172324165000006	0
TGME49_292330	80.m02366	N/A	0.880651008000002	1	0.697353667500002	1	0.173493886000002	0	-0.0993185589999994	0	-0.067502177499998	0	-0.405213049999999	0
TGME49_301270	162.m00318	N/A	0.521106182500001	0	-0.1482138565	0	0.113917528500001	0	0.010887566000001	0	0.00716170550000061	0	0.6741050365	1
TGME49_213635	31.m00914	N/A	0.126554487000001	0	0.608845294	1	0.0933205015	0	0.312220813000001	0	-0.207031844	0	0.242986660499999	0
TGME49_270595	59.m07779	N/A	0.371644081500002	0	0.501790179000001	1	-0.00987844199999799	0	0.0286729915000006	0	0.0363540520000019	0	0.2429070055	0
TGME49_318180	641.m03157	N/A	-0.373168317999999	0	-0.411954469999999	0	-0.398985733	0	0.7572254285	1	1.430114207	1	0.166970212500002	0
TGME49_255350	55.m04612	N/A	0.724238491500001	1	0.556937927	1	0.0154593850000002	0	-0.3490629255	0	-0.0870586540000002	0	0.3073712275	0
TGME49_237270	46.m03692	N/A	0.94109886	1	0.7312768215	1	-0.225247806	0	-0.190764447999999	0	-0.1376707735	0	0.0470273594999999	0
TGME49_229220	44.m05913	N/A	0.0272420970000007	0	-0.105751697000001	0	0.739101510999999	1	-0.260563132500001	0	0.472314987999999	0	0.292167829999999	0
TGME49_216140	35.m00032	N/A	-2.2565196225	-1	-1.5652587045	-1	-0.612765052499998	-1	1.974600633	1	2.0451509465	1	1.578847496	1
TGME49_254180	52.m01638	N/A	0.8247270645	1	1.966207311	1	-0.4296482765	0	-0.67135049	-1	-0.422474914	0	-0.107757041	0
TGME49_290940	80.m02297	N/A	-0.711512305499999	-1	-0.4677586395	0	0.5123155285	0	0.634543632499999	1	0.443393293500001	0	0.7483624985	1
TGME49_321420	645.m00311	N/A	1.314052848	1	0.642928425500001	1	-0.0557697739999989	0	-0.285149666999998	0	-0.479239438	0	0.0176450950000007	0
TGME49_288820	80.m02172	N/A	0.292166756999999	0	0.659584382	1	-0.0953197394999998	0	0.145255162000001	0	-0.0769476114999996	0	0.228955372000001	0
TGME49_262870	55.m10314	N/A	0.512285429000002	0	0.753677107500001	1	-0.141665284999998	0	-0.0921288404999983	0	-0.171432693499998	0	0.291669690500002	0
TGME49_223810	42.m03310	N/A	-0.000480709999997053	0	-0.218599738999998	0	0.336879253000002	0	0.482845448500001	1	0.177807239500002	0	0.372580618500001	0
TGME49_226960	42.m00123	PFKII	-0.6859921165	-1	-0.603674031500001	-1	0.999388459	1	0.485422128	0	0.655381819	1	0.2992263545	0
TGME49_241140	49.m03250	N/A	-0.2413911915	0	0.5983050435	1	0.165313599	0	0.093105468000001	0	0.395402005	0	0.138742862000001	0
TGME49_222380	41.m00005	N/A	-0.5379499235	-1	-0.143859355000002	0	0.689184971999999	1	0.4437203605	0	0.423857542499998	0	0.268570709499999	0
TGME49_284550	76.m03405	N/A	0.0525568985000007	0	-0.1960057465	0	-0.3899088	0	1.266464218	1	0.456495594000002	0	-0.0463083389999999	0
TGME49_203610	20.m00338	N/A	0.209372644500002	0	0.125599336500002	0	-0.191768977999998	0	0.282701510500003	0	0.131010155000002	0	0.569591504000002	1
TGME49_243740	49.m03369	N/A	0.063476569000001	0	0.495204920000001	0	-0.3551802305	0	-0.1568648155	0	0.806597741	1	0.2726788055	0
TGME49_269660	59.m03463	N/A	-0.0948719360000001	0	0.198816232999999	0	-0.0939169090000007	0	0.494447231499999	1	0.4645434255	1	0.1568253065	0
TGME49_315330	583.m09139	SRS52D	-0.345390782499998	0	-0.219788456999999	0	-0.213115510499998	0	0.518699494000001	1	1.1409833375	1	0.242829312500001	0
TGME49_295330	86.m00360	N/A	0.131802963000001	0	0.621381417500001	1	0.166013358500001	0	-0.0503995974999989	0	0.1741811655	0	0.0770406950000004	0
TGME49_315400	583.m00693	SRS53D	0.139406675500002	0	0.554910467000002	1	-0.0877516079999983	0	0.153240468500001	0	0.0756409730000014	0	0.281920343500001	0
TGME49_201180	20.m03985	N/A	-0.129115706	0	0.386106956	0	-0.122320060000001	0	0.194849917	0	0.305673552499999	0	0.481875705	1
TGME49_229170	44.m02524	N/A	-0.00131387399999827	0	-0.454324200499998	0	0.144619827000001	0	0.345764744500002	0	0.673083927000002	1	0.406097753500001	0
TGME49_258740	55.m00097	N/A	0.297120762999999	0	0.860227834999999	1	0.2391028565	0	-0.1177513415	0	-0.216540038500001	0	0.0516368759999999	0
TGME49_202820	20.m03747	N/A	-0.657298093499998	-1	-0.316781569499999	0	0.658072346000001	1	0.311785352000001	0	0.618468639500001	1	0.499180017	0
TGME49_237530	46.m02891	N/A	0.0336562820000013	0	-0.659655831499998	-1	0.510995508	1	0.449864872500001	0	0.4002699575	0	0.376617	0
TGME49_218290	38.m01041	N/A	1.0599455575	1	0.591340213000001	0	-0.156678930999999	0	-0.301008243999999	0	0.0104516785000004	0	-0.0930710444999989	0
TGME49_233230	44.m00053	N/A	-0.540315437999999	0	-0.378106787500001	0	0.893115652999999	1	0.277146122	0	0.581585480999999	0	0.275859476499998	0
TGME49_301170	162.m00312	SRS19D	-0.0684852779999989	0	-0.516551093499999	0	0.293951012500001	0	1.052681548	1	0.676815615500002	1	-0.334839981499999	0
TGME49_244380	49.m00063	N/A	0.826526653	1	0.697915905	1	-0.347618659	0	-0.50938987	0	-0.402036819999999	0	0.836570088	1
TGME49_233850	44.m04653	N/A	0.371622165500001	0	0.800805290000002	1	0.0222242970000006	0	-0.239234172499998	0	0.265527178500002	0	-0.122677580999999	0
TGME49_204330	20.m07365	N/A	0.162392764500001	0	0.00887073700000185	0	-0.215999184999998	0	0.0745920350000011	0	0.578986307500001	1	0.488562543500001	1
TGME49_280550	72.m00390	N/A	0.563260216	1	0.494522869499999	0	0.0725598759999988	0	-0.112426970000001	0	-0.00463803600000157	0	0.0840971864999984	0
TGME49_263100	55.m05034	N/A	-0.026294690999999	0	-0.228732176999999	0	0.1894016095	0	0.519661411	0	0.548255649000001	1	0.0874853125000006	0
TGME49_225690	42.m03440	N/A	0.659734411500001	1	0.0380136884999978	0	-0.00872747000000107	0	0.0367762109999985	0	-0.428967396500002	0	0.792207351499999	1
TGME49_250880	50.m00018	N/A	-1.17489548	-1	-0.889056039999998	-1	0.612928196	1	1.0174842495	1	1.230529448	1	0.291016447000001	0
TGME49_313550	583.m05561	RPL22	0.580872432000001	1	0.4987633545	1	0.1685683175	0	0.0216665574999997	0	-0.110175792	0	-0.0722922035000004	0
TGME49_249960	50.m03348	N/A	0.0858124109999991	0	0.00540094549999992	0	0.344647659	0	0.1039691075	0	0.513500698499999	1	0.0314746750000001	0
TGME49_314760	583.m11469	N/A	-0.3169340745	0	-0.673216129999998	-1	0.410367371500002	0	0.583324466000001	1	0.714305288500001	1	0.366176325000002	0
TGME49_233720	44.m02810	POLR2H	-0.495362991999998	0	-0.362195134999997	0	0.311395872500004	0	0.354749149500003	0	0.318883334500003	0	0.945147311000002	1
TGME49_293770	83.m01237	CLP1	0.7565028795	1	0.0437240770000002	0	-0.00954721299999939	0	-0.248915073499999	0	-0.323502924	0	0.853460950000001	1
TGME49_304750	540.m00204	N/A	-0.0634097570000014	0	-0.390070793	0	0.233364824999998	0	0.4857075695	0	0.668549947999998	1	0.137353862499999	0
TGME49_264200	55.m05114	N/A	-0.349592126999999	0	-0.374482727000001	0	0.371624050499999	0	0.428582291499999	0	0.618113390999998	1	0.376967572499999	0
TGME49_275740	64.m00332	N/A	0.0158735340000002	0	-0.0727505630000009	0	0.161457374499999	0	0.221651672500001	0	0.14816319	0	0.5936365865	1
TGME49_278390	65.m01169	N/A	0.0404375929999996	0	-0.00594594450000097	0	0.532850916	1	0.170172246	0	0.304730516499999	0	0.0243321324999997	0
TGME49_268260	59.m03373	N/A	0.79530355	1	0.336314810500001	0	0.121642765500001	0	-0.0679719704999995	0	-0.0529904505000003	0	-0.0671508279999999	0
TGME49_247510	50.m00005	N/A	-0.751834623500001	-1	0.0310626954999984	0	0.307286488999998	0	0.603180689999999	1	0.671468393499999	1	0.201090701500001	0
TGME49_290040	80.m00086	N/A	-1.1119239385	-1	-1.061643201	-1	0.701206303500001	1	0.552930472000003	0	0.902500547500001	1	1.0752750035	1
TGME49_235180	46.m03681	N/A	-0.124723473	0	-0.00121911349999904	0	0.2644747575	0	0.6669261485	1	0.1697984615	0	0.0761161875000007	0
TGME49_249540	50.m03312	N/A	0.3107015465	0	0.551022338499999	1	0.173223346	0	0.153129888	0	-0.138323301000001	0	3.70330000007968e-05	0
TGME49_254060	52.m01630	SRS14A	0.0715707580000005	0	0.104479114000001	0	0.249685212000001	0	0.1382054905	0	0.54194876	1	-0.0579518059999984	0
TGME49_233000	44.m02759	N/A	0.569966599000002	1	0.3486774215	0	-0.111004180000001	0	0.138124116499999	0	-0.0327521869999998	0	0.1333078205	0
TGME49_231930	44.m05903	N/A	0.608415682000001	1	0.173002023500002	0	0.102300772000001	0	0.043234163000001	0	-0.357699301499999	0	0.47679242	0
TGME49_243950	49.m00051	N/A	-0.970412399500002	-1	-0.751246336500001	-1	0.745020364999998	1	0.489150122499999	0	0.640258107499998	1	0.892648461999999	1
TGME49_286720	76.m01677	HSP28	0.172270533000001	0	0.315174729	0	-0.136746198	0	0.494989963	1	0.490391047499998	1	-0.292607369	0
TGME49_293570	83.m00020	N/A	-0.192979512499999	0	-0.0132171629999984	0	0.501047879500002	1	0.435599710500002	0	0.3731270405	0	-0.0638429159999987	0
TGME49_293580	83.m00020	N/A	-0.192979512499999	0	-0.0132171629999984	0	0.501047879500002	1	0.435599710500002	0	0.3731270405	0	-0.0638429159999987	0
TGME49_258140	55.m10290	N/A	0.112357096000002	0	0.512850985000001	1	0.0382556920000003	0	0.232006612500001	0	0.134018220500001	0	0.00925805850000039	0
TGME49_247560	50.m00037	N/A	0.572199333	1	0.347589421	0	0.3114297095	0	-0.305133241	0	0.0391102484999992	0	0.0702450329999995	0
TGME49_254330	52.m01647	N/A	0.9580567825	1	0.5718015935	1	-0.392676995999999	0	0.137838035000001	0	-0.226936363499999	0	-0.016563474999999	0
TGME49_313840	583.m09130	N/A	-0.258199971499999	0	-0.191254835999998	0	-0.124867492499998	0	0.363583828000002	0	0.833276410000002	1	0.406186189500002	0
TGME49_201720	20.m03670	N/A	-0.169254822999999	0	-0.142718543	0	0.518667504	1	0.167302040500001	0	0.408975309000001	0	0.245029917000001	0
TGME49_207100	23.m00147	N/A	-0.079302559999999	0	-0.246532623000001	0	0.15665871	0	0.470641078	0	0.6490297975	1	0.0737837665000001	0
TGME49_249970	50.m05665	N/A	1.357033932	1	0.394656392499999	0	-0.120399648500001	0	-0.3560879735	0	-0.0256754665000001	0	-0.2309136665	0
TGME49_240220	49.m03193	N/A	0.313498024000001	0	0.749132083000001	1	0.111559773000001	0	-0.0611665249999991	0	-0.214778296499998	0	0.120245270000001	0
TGME49_249490	50.m03307	N/A	-0.460057343000001	0	-0.3039545735	0	0.429874134999999	0	0.627319295499999	1	0.538330947999998	1	0.186846113999999	0
TGME49_233260	44.m02780	N/A	-0.365739248499997	0	0.778620630000002	1	0.261696286000003	0	0.276527981500002	0	0.454589185000002	1	-0.390047795499998	0
TGME49_244710	49.m05734	N/A	0.55079364	1	0.664436116	1	0.0559787759999995	0	-0.274489153	0	0.193671521	0	-0.176798561	0
TGME49_228420	42.m03627	N/A	0.584705449500002	1	0.571704602500001	1	-0.0119922019999987	0	-0.169105936499999	0	-0.170562977999999	0	0.206987101500001	0
TGME49_247620	50.m07115	N/A	1.5167323045	1	1.9167673915	1	-0.512964262999999	0	-0.522209519499999	0	-0.817847411499999	-1	-0.574386175999999	0
TGME49_205130	20.m03889	N/A	1.665801478	1	1.1288904855	1	-0.351792278	0	-0.314860527	0	-0.546472996500001	-1	-0.576731852	-1
TGME49_214100	33.m02683	N/A	-0.159678985499998	0	-0.627355643499999	0	0.0962589135000016	0	0.772586725500003	1	0.710384929000003	1	0.211119039500002	0
TGME49_230840	44.m04675	N/A	-0.264708943	0	0.101303535	0	0.200894833	0	0.372350336	0	-0.102198609	0	0.695542192	1
TGME49_264760	57.m01699	N/A	0.759576727500001	1	0.0596367150000017	0	0.105247818	0	0.115793320000001	0	0.1769479315	0	-0.214964552999998	0
TGME49_211720	27.m00874	AP2IV5	1.1507591465	1	0.686284654500001	1	0.133466079500001	0	-0.245760694499999	0	-0.258072845499998	0	-0.464639761499998	0
TGME49_222020	41.m01331	PGKII	-0.302460437499998	0	-0.595257394499997	-1	1.0043281335	1	0.443160447500001	0	0.595853644500003	1	-0.145775924499999	0
TGME49_215910	35.m00846	N/A	-0.2956182825	0	-0.746444552	-1	-0.0375165064999994	0	0.441650861500001	0	0.608874421499999	1	1.0265900885	1
TGME49_268760	59.m03403	N/A	0.801463066	1	-0.0471799509999977	0	0.327531821000001	0	-0.225021763	0	0.1524585205	0	-0.0124793919999986	0
TGME49_258560	55.m04770	N/A	0.195516400500001	0	-0.0815441004999995	0	-0.2804897375	0	0.2628946155	0	0.0565314174999996	0	0.842101792	1
TGME49_318190	641.m01462	N/A	-0.132493167999999	0	-0.1106473965	0	0.1976343565	0	0.343857520499999	0	0.234202950499999	0	0.461846715	1
TGME49_207760	25.m01777	N/A	-0.0451647194999989	0	-0.5414184015	0	0.2743987215	0	0.141591228999999	0	0.760461697999999	1	0.400065218	0
TGME49_310260	583.m00603	N/A	1.2135302705	1	1.4826844925	1	-0.707421423	-1	-0.3864830785	0	-0.295548691	0	-0.323391913500001	0
TGME49_249530	50.m03311	N/A	-0.8827067305	-1	-0.067514221499998	0	0.412916092500002	0	0.464052333000001	0	0.463601967000002	0	0.590963625500001	1
TGME49_266720	57.m03985	N/A	0.670303020500001	1	0.2429217635	0	0.072923217500001	0	-0.273225896500001	0	-0.00731699200000024	0	0.273069154999999	0
TGME49_300150	145.m00336	N/A	-0.539028312	0	-0.286467196499999	0	0.3328493495	0	0.729777077	1	0.729083459	1	0.0104178025000001	0
TGME49_315090	583.m05654	N/A	1.7993920895	1	1.7673703335	1	-0.641301947500001	-1	-0.684416039500001	-1	-1.0281520675	-1	-0.236696404000001	0
TGME49_219460	38.m01110	N/A	0.108919074000001	0	0.00943811549999962	0	0.174267291500001	0	0.366352683500001	0	-0.214723862999999	0	0.531865369500002	1
TGME49_239270	49.m03135	N/A	-0.410699296499999	0	-0.304987345999998	0	0.195984338500001	0	0.623689960500001	1	0.575693504	1	0.296069563500001	0
TGME49_314090	583.m09175	N/A	-1.3346906705	-1	-0.553952485499998	-1	0.877710614000002	1	0.821464706	1	0.6342549135	1	0.521693817500002	1
TGME49_262920	55.m05020	N/A	0.0799768390000017	0	-0.125979777499999	0	0.1542956675	0	0.454492037	1	0.405120378	0	-0.00359183749999925	0
TGME49_231980	44.m02691	N/A	-0.155452984499998	0	-0.1546304315	0	0.377160246000001	0	0.251207587500001	0	0.743213733000001	1	-0.106151098	0
TGME49_206350	20.m03945	N/A	1.325425845	1	0.764828318000003	1	-0.194929840499998	0	-0.333458558999998	0	-0.569630860999998	-1	-0.0401171269999985	0
TGME49_206470	20.m03954	PDHE3II	0.0496485455000011	0	0.629303684000002	1	0.189665818500002	0	0.392129244500001	0	-0.0140971164999977	0	-0.294662167999999	0
TGME49_312250	583.m05472	POLR3K	-0.147569287499999	0	-0.693626518	-1	0.550774163499999	1	-0.0997814285000005	0	0.694314760500001	1	0.644053654500001	1
TGME49_281030	72.m00844	N/A	0.428505408500001	0	0.5998715115	1	0.293609574499998	0	-0.114596725	0	-0.407114137499998	0	0.141696016000001	0
TGME49_289150	80.m03982	N/A	-0.370684745999998	0	-0.396028473999999	0	0.409178449000001	0	0.606096596	1	0.130009607	0	0.561975927500001	1
TGME49_229750	44.m02560	N/A	0.346250085000001	0	0.696734417000002	1	0.356327864500002	0	-0.313764287499998	0	-0.0344407699999993	0	-0.110893923499999	0
TGME49_242650	49.m03302	N/A	0.103363629	0	0.536064696500003	0	-0.469864916499999	0	0.0658827235000006	0	-0.0182582279999997	0	0.721790358	1
TGME49_257300	55.m04686	N/A	1.190143447	1	0.812872052	1	0.101608980000001	0	-0.188290100499999	0	-0.270875567499999	0	-0.710390417999999	-1
TGME49_264468	57.m01885	N/A	0.694785453000001	1	-0.023319141	0	0.228437524999999	0	0.0702752579999997	0	-0.182384535000001	0	0.1424356185	0
TGME49_264472	57.m01885	N/A	0.694785453000001	1	-0.023319141	0	0.228437524999999	0	0.0702752579999997	0	-0.182384535000001	0	0.1424356185	0
TGME49_209850	25.m01893	N/A	0.126068762	0	-0.2399461215	0	0.664260786999999	1	0.3464206385	0	0.183853057499999	0	-0.152982205	0
TGME49_209820	25.m01892	N/A	-0.0829835734999991	0	-0.112659429	0	0.0446583660000002	0	0.372138788500001	0	0.664618766000001	1	0.0391734590000006	0
TGME49_240280	49.m00035	N/A	-0.830978550500001	-1	-0.8245816365	-1	0.468952569499999	0	0.651528957499998	1	0.691619275499999	1	0.7675524665	1
TGME49_254370	52.m01648	N/A	0.469244769000001	1	0.243428913000001	0	-0.00164290999999928	0	0.123984740500001	0	0.0296777925000011	0	0.0524014720000006	0
TGME49_254380	52.m01648	N/A	0.469244769000001	1	0.243428913000001	0	-0.00164290999999928	0	0.123984740500001	0	0.0296777925000011	0	0.0524014720000006	0
TGME49_224600	42.m03364	N/A	0.233303230000001	0	0.658246375499999	1	0.0808595200000002	0	0.1554378485	0	-0.131512585	0	-0.0838409604999999	0
TGME49_242090	49.m03274	N/A	-0.0945012074999991	0	0.599802221500001	1	0.0109220045000011	0	0.0305130935000006	0	0.176701505000001	0	0.179061003000001	0
TGME49_288910	80.m00075	N/A	-1.24973003	-1	-0.172912796499999	0	0.463282540000002	0	0.470905485500001	0	0.526871319000001	0	0.862455936500001	1
TGME49_236070	46.m00029	N/A	-0.0429058259999993	0	0.219776487999999	0	-0.546303697000001	0	0.268623756499999	0	0.377865561499999	0	0.620202853999999	1
TGME49_250850	50.m03378	N/A	0.6122522875	1	0.0223111619999989	0	0.0899380839999986	0	0.122348984499999	0	-0.0393516705000008	0	0.0823848339999991	0
TGME49_311290	583.m09194	N/A	-0.155048071999998	0	-0.340655984999999	0	0.1993060415	0	0.301007186	0	0.2816537985	0	0.5996999155	1
TGME49_252430	52.m02675	N/A	-0.00500105299999998	0	0.511965743	1	0.216540603	0	0.0322254084999996	0	-0.1226293825	0	0.249076507999999	0
TGME49_255250	55.m04605	N/A	-0.210127444499999	0	-0.335207284	0	0.208812483499999	0	0.502425387999999	1	0.410266071000001	0	0.304442984499999	0
TGME49_263980	55.m00218	N/A	0.610742361000001	1	0.0545026634999992	0	-0.1265238005	0	0.0912995824999996	0	0.183719088499999	0	0.0588131064999997	0
TGME49_254920	52.m01688	N/A	0.0389862534999996	0	0.3156781055	0	-0.1491475305	0	0.119123270000001	0	0.5170143595	1	0.0270623919999986	0
TGME49_220570	39.m00370	N/A	0.717826144000002	1	0.2512376375	0	-0.0020597054999989	0	-0.2208050365	0	-0.1382832405	0	0.2607409425	0
TGME49_219700	38.m01890	N/A	-0.195929188499999	0	0.0670461959999993	0	0.537636023	1	0.314721877999999	0	0.413364178	0	-0.270074938	0
TGME49_235970	46.m00024	N/A	-0.250887140499999	0	0.675091870500001	1	0.628598683000001	1	0.00395574400000065	0	0.105214024500001	0	-0.301725294	0
TGME49_219770	38.m00020	N/A	0.246157675000002	0	0.768601765000001	1	0.0394029010000012	0	-0.178568361499999	0	-0.1883018045	0	0.171551825	0
TGME49_310490	583.m00016	RPL27A	-2.0677233025	-1	-0.183129089000001	0	0.691280387999999	1	0.773399916000001	1	0.704198131	1	0.938955867999999	1
TGME49_238190	49.m03091	POLR2C	-0.493936497	-1	0.272401807999999	0	0.438351593500001	0	0.1717310605	0	0.3265729035	0	0.140583873000001	0
TGME49_262140	55.m04977	N/A	0.911037775500001	1	0.233433957000001	0	0.205903727500001	0	-0.0576909519999997	0	-0.180185050999998	0	-0.259064374999999	0
TGME49_219300	38.m01900	N/A	-0.142013211	0	0.211618276999999	0	0.0446129920000007	0	0.2330924565	0	0.633965000000001	1	-0.130622167	0
TGME49_312480	583.m00018	N/A	-0.506067058499999	-1	-0.940541312999999	-1	0.140521212000001	0	0.273421918	0	0.518187524	1	1.3634009175	1
TGME49_320720	641.m02567	N/A	-1.258035124	-1	0.2263289645	0	0.1980177285	0	0.367543718499999	0	0.379324423999999	0	0.932930207499999	1
TGME49_305050	541.m01151	N/A	2.3079048875	1	0.856845310500001	1	0.130963002500001	0	-0.869884779	-1	-0.493757170499999	-1	-1.0896762525	-1
TGME49_201670	20.m03665	N/A	0.608996060500001	1	0.500402468999999	0	-0.135754619	0	-0.153381339	0	0.25786597	0	-0.2376948535	0
TGME49_247360	50.m03164	N/A	0.0427490550000016	0	-0.476109718499998	0	0.254726941500001	0	0.0775977815000015	0	0.240780019500001	0	0.699886360500001	1
TGME49_248510	50.m05639	N/A	0.688691173500002	1	0.422195579500001	0	0.0394762490000016	0	-0.169366143999999	0	-0.157324228499998	0	0.0146671350000007	0
TGME49_230230	44.m04611	N/A	0.634168491000001	1	0.624152666	1	0.041674570500001	0	-0.389727873999998	0	0.137824136000001	0	-0.2113318495	0
TGME49_247740	50.m03198	N/A	-0.4477461615	0	0.0823402835000002	0	0.0696014864999999	0	0.0866126400000002	0	0.636434849499999	1	0.4080016885	0
TGME49_258410	55.m10265	PHIL1	1.6051683275	1	0.868619647000003	1	0.0305819580000026	0	-0.546049796499999	0	-0.633742658999998	-1	-0.501307128499998	0
TGME49_319370	641.m01515	N/A	0.420602155500001	0	-0.5190772465	-1	0.157564072	0	0.105642660500001	0	0.237915875500001	0	0.413401102	0
TGME49_207010	23.m00316	SRS48K	0.582064010000001	1	0.00168440449999974	0	0.148139164000001	0	-0.0524933375000001	0	0.191873333500001	0	-0.0619905159999989	0
TGME49_212410	29.m00018	N/A	-0.4407643235	0	-0.461682280000001	0	0.482954794999999	0	0.723038110000001	1	0.2748225615	0	0.230247336	0
TGME49_229720	44.m02559	N/A	-0.0987913704999985	0	-0.529821479500002	0	-0.128348628000001	0	0.635837443499999	0	0.745520454000001	1	0.176214102499999	0
TGME49_207920	25.m01789	N/A	-0.4082846495	0	0.0823525414999997	0	0.410086444999999	0	0.306680465499999	0	0.598449529499999	1	-0.189068121500001	0
TGME49_232720	44.m02745	N/A	-1.186820053	-1	0.477368909500002	0	0.6562793455	0	0.0653647325000009	0	0.425955910500001	0	0.356827293000001	0
TGME49_313430	583.m09213	N/A	-0.5951384595	-1	0.177841412999999	0	0.571092714500001	1	0.2245190435	0	0.483460798999999	1	-0.0679625614999999	0
TGME49_215010	33.m01331	N/A	-0.318444367	0	-0.715168800499998	-1	0.452264551500001	0	0.755046206	1	0.2697458345	0	0.347718476000001	0
TGME49_242350	49.m07244	N/A	0.608453880000001	1	0.3400015405	0	-0.295827769499999	0	-0.195510654	0	0.153505996999999	0	0.178817238999999	0
TGME49_211080	27.m00104	N/A	1.0171340955	1	0.701084609999999	1	-0.2774538	0	0.154668739499999	0	-0.5161848135	0	-0.294324855	0
TGME49_233870	44.m02820	N/A	0.0769660485000019	0	-0.233968049499999	0	0.189523150500001	0	0.135998558	0	0.565439413500001	1	0.0506771100000019	0
TGME49_221200	41.m01279	N/A	-0.4165032355	0	-0.2982240615	0	0.361395591499999	0	0.479465236	1	0.2772093915	0	0.377307672	0
TGME49_319980	641.m03168	N/A	0.527819617499999	1	-0.0113000015000009	0	-0.152117088000001	0	0.0761075304999994	0	0.316515639999999	0	0.0197581964999998	0
TGME49_251570	50.m05696	N/A	0.0843578975000003	0	0.775819164499999	1	-0.0410825210000003	0	-0.172168364	0	0.185060943	0	-0.0570207100000002	0
TGME49_273090	59.m03661	CDC48CY	-0.0548911014999982	0	-0.337745509	0	0.537287294	1	0.3161171155	0	0.372223041000001	0	-0.060317938999999	0
TGME49_249020	50.m03276	N/A	-0.115567814499999	0	-0.479413708	0	0.306944812	0	0.1936995535	0	-0.000596621499999284	0	0.8655874475	1
TGME49_301430	162.m00327	N/A	-0.1379824495	0	-0.165402437000001	0	0.101470557999998	0	0.254370046499999	0	0.514933292999999	1	0.198612526499999	0
TGME49_230640	44.m02610	N/A	1.7943415855	1	1.7411152685	1	-0.734078069	0	-1.1211512625	-1	-0.613738875499999	0	-0.309754613500001	0
