	GSM802515	GSM802516	GSM802517	GSM802518	GSM802519	GSM802520	GSM802521	GSM802522	GSM802523	GSM802524	GSM802525	GSM802526	GSM802527	GSM802528
113.m00794_at	3.962978578	4.238741393	4.053944796	3.923329682	4.079643691	4.022828656	4.293248536	4.395877836	3.916149599	4.039373527	3.628959199	3.977905117	4.175893094	3.604424409
113.m00795_at	3.754183256	3.588247992	4.001371451	3.909927476	3.922896744	3.796098937	3.904482072	3.675811901	3.737615514	3.602145374	3.640621193	3.544819685	3.838943012	3.50193083
113.m00795_x_at	3.79432067	3.516256768	3.698752379	4.002478002	3.735053271	3.639407202	3.617028061	3.924531915	3.884487615	3.922183114	3.829581367	3.925128021	3.981971996	3.401335576
113.m00796_at	3.750216908	3.79330342	3.798035768	3.649557565	3.447878325	3.792257193	3.985130811	3.538727548	4.745512178	4.784146325	4.516535865	4.370651584	4.536903289	4.934703008
113.m00798_at	7.95340488	7.614543907	5.192644513	4.046986984	5.474351011	5.729242408	7.592504509	7.4262383	7.910011182	7.870082674	8.419267221	8.43936655	8.346562466	8.262905535
113.m00799_at	4.846501907	5.199240973	4.405610861	5.573450177	4.444703746	4.996411749	4.756756734	4.160116901	4.649781581	4.811858889	4.246801525	4.672094794	4.526853944	4.498211661
113.m00800_at	4.801011052	4.854117932	3.720800085	3.687428928	3.949833671	3.977756653	4.322187649	4.31127384	4.103226981	4.098582403	4.316624484	4.528677739	4.41846632	4.363365394
113.m00801_at	4.410944195	4.068564208	4.518105721	3.910397896	3.471809638	3.852021745	5.445779566	5.827838585	5.905675312	6.021147189	5.17236378	5.182690049	5.00918308	5.344171421
113.m00802_at	3.832360051	3.903768544	3.294179327	3.052462521	3.330305761	3.659763228	5.941335967	6.571459407	6.880136093	6.75865656	5.895496572	5.889697269	6.383291653	6.501462632
113.m00803_at	4.3666761	4.27023507	3.276219392	3.625037213	3.338363005	3.462249348	4.78482812	4.58198044	5.64264267	5.39438187	5.171959021	5.113373271	5.304096789	5.689652371
113.m00804_at	4.749105025	4.669159375	3.755740879	4.238297344	3.438117582	3.484652331	4.273732339	4.772836796	4.38558277	3.899189725	4.950104911	4.858417424	5.01169017	5.00859504
113.m00805_at	5.344526017	5.487853968	4.182479355	5.172339891	4.17010188	4.544548564	4.373919212	4.329717428	4.183191756	4.106830006	4.516886926	4.261444902	4.342428009	4.137008342
113.m00807_at	7.214972302	7.358402402	5.305611243	4.441297783	5.589015091	5.636339321	5.112060067	4.775495789	4.844854232	5.256496693	5.71395865	6.018469971	5.575185089	5.802655427
113.m00810_at	4.489484143	4.569387741	4.52385958	4.180218249	5.122296414	5.091648013	5.12301794	5.168622896	5.711467975	5.58564375	5.680761656	5.548494728	5.746604543	5.583936994
113.m00812_at	4.476533778	3.974244348	3.750044463	4.001652857	4.094369207	3.574130729	4.12435797	3.825691355	3.990036097	4.019670738	3.752863546	4.143314561	3.860912161	3.950585411
113.m00813_at	3.971501409	3.799912897	5.469784159	6.204314688	4.939718793	4.892736408	3.925083429	4.383496001	4.262536833	4.069932689	4.113672678	4.289782427	4.282591685	4.500674743
113.m01277_at	5.707789861	5.088325435	4.242242342	4.699029859	4.345712694	4.350159668	4.30082483	4.607756507	4.754026985	4.687361033	5.217503388	5.102994253	4.963383188	4.929131036
113.m01283_at	7.50245086	8.16694991	7.752133391	7.640551277	6.940290124	6.953466143	5.253937225	5.39571119	5.885958006	5.912807989	6.008057582	6.036994956	5.924652665	5.792669936
113.m01284_at	3.6047638	3.301237409	3.460734729	3.310592652	3.19632039	3.461559936	3.465107409	3.286871074	3.735485912	3.419514246	3.796939164	3.504564211	3.339080994	3.349384684
113.m01286_at	5.625847955	5.74624087	5.332575374	4.860220634	4.692051573	4.757957788	5.67547199	5.85402342	5.461586466	5.607171119	5.533335366	5.66321176	5.808918369	5.837686467
113.m01287_at	3.429595853	3.610615108	4.198577948	4.247552009	5.577808513	5.821229139	3.71078865	3.706701664	3.771158924	3.879084179	3.741253196	3.60861511	3.961534005	4.083571429
113.m01288_at	3.585698907	3.743196568	3.132505293	3.613211221	3.614463692	3.347877617	3.8694083	3.851411115	4.444528794	4.323039901	4.35793007	4.132878067	4.417306452	4.444302164
113.m01289_at	5.933431938	6.408515809	5.061969793	5.116609275	5.141989981	5.430528687	5.922344051	5.665921735	5.521877493	5.500419804	5.453813238	5.489984352	5.612636711	5.616247685
113.m01290_at	3.503685772	3.225663352	4.3491493	3.597364847	4.363468616	4.14231116	3.54702506	3.377094151	3.478699009	2.86281307	3.323062507	3.13149595	3.330319082	3.539965767
113.m01572_at	3.639825463	3.523068132	3.477686581	3.596164719	3.645057189	3.886917761	3.204680144	3.901370936	3.92702891	3.474156062	3.563748327	3.5050191	3.465029504	3.112385651
113.m01573_at	4.281906452	4.213563482	7.980594263	7.387890582	5.85403621	5.864748736	4.197802784	4.285514496	5.337172611	5.239880892	4.234371698	4.048770415	3.918594123	3.447065427
113.m01574_at	3.549806984	3.695366638	3.533690468	3.428266264	3.328652223	3.244798412	3.950278664	3.793431153	3.733171168	3.282714613	3.42056996	4.157951914	3.798197097	3.603089856
113.m01575_at	6.282156969	5.638397013	5.257534881	4.370674256	4.830050446	4.887839601	3.953500776	3.924500299	3.685864948	3.637731834	3.466772028	3.315621595	3.366784605	4.207383187
113.m01576_at	4.668575942	4.694629542	8.069486271	8.492188125	5.874911817	5.821344943	4.462897234	5.448689014	3.769625025	3.906292039	3.986355371	4.439901593	4.469839549	3.970037626
113.m01577_at	4.178319229	4.219126102	9.348798338	9.89134247	7.934480679	7.807883797	5.036715053	5.212055362	2.892563669	3.50995762	5.57344453	5.385026418	6.329744322	6.212128733
113.m01578_at	3.818932655	3.811437542	3.358822894	3.370081201	3.091784964	3.086371992	3.561785238	3.738489907	3.812314156	3.651194749	3.810741802	3.808116884	3.727743277	3.997505507
113.m01579_at	3.491502816	3.029991208	3.514348072	4.316770754	3.80517164	3.481387375	3.018229381	3.62525567	3.052053733	3.05070089	3.189634515	3.30245781	2.988140511	3.502363241
113.m01580_at	3.361671184	3.282413219	3.011729735	4.230299183	3.386745051	3.029484008	3.60152401	3.437863	3.375879661	3.311753929	3.810108241	3.551369287	4.693473245	4.009803098
113.m01584_at	3.502991168	3.237213431	3.826051838	3.232726162	3.406921309	3.550623798	3.898901189	4.150562637	4.541461566	4.598386548	4.635074468	4.262515272	4.72349979	5.13973512
113.m01586_at	3.240803283	3.082476528	3.570731524	3.519193841	3.048422529	2.966950279	3.242500864	3.374964206	3.857102862	3.483960908	3.552039555	3.463190872	3.314561742	3.224376019
113.m01587_at	3.097308132	2.912010014	3.400514052	3.232024564	3.107677221	3.341348464	3.29964975	3.667976081	3.478782428	3.389279591	3.303541059	3.654542321	3.36347224	3.67694947
113.m01588_at	3.499516513	3.343327301	4.207690803	4.084444104	3.814328019	3.831813088	3.594755348	3.784040207	3.578394401	3.796510644	3.602405608	3.637456916	3.710709426	3.592299201
113.m01589_at	4.767023489	5.124102097	5.766202138	6.099499418	5.609944441	5.864348312	4.752664528	4.547537997	5.372871578	5.530786949	5.370998341	5.323054003	5.315627356	4.877542808
113.m01590_at	3.115797448	3.189179316	3.228246833	3.004666483	3.17878388	3.13328006	3.39339979	3.217565328	3.167589249	3.396228581	3.567477364	3.195499487	3.522088773	3.435661135
113.m01591_at	5.248478375	4.929729365	6.46373253	5.97203418	5.659013857	5.469641878	4.010375806	3.789704785	3.215149013	3.932327879	4.260229993	4.779890139	4.416072414	4.407250091
113.m01592_at	3.63198115	3.126655333	3.63991937	4.515317143	3.478650274	3.725352787	3.741929558	3.662681988	4.673588865	4.323658151	4.998638781	4.819170288	4.709787894	5.048628688
115.m00035_s_at	4.155493422	4.052943089	4.130104319	4.367166393	3.889105416	4.221089582	4.421130846	4.619755539	4.349203592	4.638229518	4.417233047	4.298068837	4.203987309	4.202795871
115.m00050_s_at	3.378659996	3.348388363	3.225304279	3.062096906	3.038632091	3.432334028	3.261796293	3.803419708	3.695951048	3.510813974	3.839791958	3.133554262	3.611723892	3.262780257
12.m00019_at	5.239644957	4.994130046	4.26603975	4.213010808	3.722473265	3.949007047	4.585848585	4.402478809	3.969522379	4.047500884	4.449786467	4.572533973	3.998158	4.007680838
125.m00066_s_at	6.238268473	6.373659488	9.657435038	9.272987182	9.150509959	9.118083818	4.151915506	3.695017013	2.873888759	3.311400861	3.138517597	3.126300374	3.629061924	3.14384934
125.m00070_at	3.503942847	3.474805495	3.589051539	3.137188465	3.490380578	3.785370361	3.653015369	3.261952831	3.659206169	3.241207805	3.652926937	3.6917735	3.94238914	3.695705289
125.m00071_at	3.993514529	3.854180693	3.921730847	4.124196166	3.750191686	3.822857078	3.879856987	4.117342457	3.552600403	3.695631482	3.636266754	4.33524348	3.363846369	3.864071525
125.m00072_at	3.71288223	3.990567666	3.997612417	3.959256875	4.353874702	4.237913473	3.95342661	3.898604039	3.880052262	3.713395886	3.503708259	3.502953899	3.827045996	3.97043697
125.m00100_at	4.165148229	3.575864024	3.351857399	3.492064751	3.909422322	3.730173371	3.752015017	3.419331452	3.628288072	3.887807903	3.690790993	3.921303018	3.52646206	3.532486892
125.m00101_s_at	3.207130513	3.555403375	4.414605249	4.123205671	4.392716388	4.215201477	3.030815176	3.369041522	3.114555083	2.959165013	3.657873544	3.075745426	2.96572273	3.37258222
125.m00111_at	3.741873989	3.655773864	3.653882982	3.444648742	3.918322245	4.069881059	3.95761738	3.843408924	3.881546216	4.205185978	4.336897634	4.332294845	3.828724551	3.738331848
129.m00243_at	4.380781604	4.321724511	3.89930837	3.958015318	4.286719566	4.522821719	3.564565781	3.595212119	3.650933749	3.716140799	3.752860379	3.514329835	4.085801088	4.375912084
129.m00244_at	4.1992582	4.276082427	5.191820638	5.784729116	5.182599022	5.141803296	5.570439824	5.438050374	5.392669199	5.209035395	4.970367619	5.081044102	5.124408085	5.066806416
129.m00246_at	3.471276131	3.269528399	3.775115665	3.763723259	4.048993185	3.788521901	3.626322169	3.66240087	4.388137659	3.857888422	4.289429661	4.070537334	4.129684191	3.972737259
129.m00247_at	3.330405471	3.439314265	4.327208105	4.74556714	4.245289655	4.530908643	3.935883682	4.255045491	3.892544833	3.788819832	3.900003777	3.558204711	3.622513898	3.755448715
129.m00248_at	3.341717562	3.268139689	3.798793482	3.437492218	3.594811583	3.597423253	3.707066232	3.662663034	3.225260321	3.416343224	3.52466578	3.778913979	3.378835004	3.704305512
129.m00250_at	3.084394884	2.599007002	3.420235381	3.195072552	3.789622868	3.523925803	3.38830358	3.617881094	3.848165548	3.903592707	4.080889853	3.290777699	4.219193866	4.491675786
129.m00252_at	3.786109588	3.669354988	5.058225657	4.732510168	3.890251853	3.972887474	5.642649156	5.596441952	4.955566338	4.72138753	5.112118855	5.046168388	4.975180212	5.162222663
129.m00253_at	4.298525662	3.854360625	3.303916332	3.592640599	3.835430146	3.788433186	4.147136191	4.014520311	4.106731698	4.350697005	4.43002315	4.748470363	4.621482053	5.070734269
129.m00254_at	4.305566844	4.429600434	5.501505702	5.267735379	5.407176859	5.428361228	5.185044948	5.331880225	4.886456895	5.005303597	4.810995992	5.001566307	5.359562232	5.226138983
129.m00255_at	3.533138752	3.233996199	4.302343443	4.619824327	4.755800215	4.701032356	3.6213939	3.772345114	4.020166958	4.091949099	3.864795131	3.743415817	3.61998017	3.749238604
129.m00256_at	4.400022789	4.118827362	3.967497888	3.762684848	3.792858086	3.723294587	3.777582264	3.780158276	3.838252552	3.904922217	3.718517876	3.691606406	3.533841985	3.864243974
129.m00257_at	6.556904721	7.555657683	5.98038356	5.436108085	5.590048154	5.488657717	3.638862606	3.810804964	3.200179685	3.237328402	3.594147241	3.223982222	3.147342778	2.691663868
129.m00259_at	5.006267217	5.852047307	3.997003272	4.004732303	4.118578468	3.807161906	3.988082407	3.603929528	3.560214948	3.715178424	3.630553197	3.786314315	3.415167159	3.345829417
129.m00260_at	6.009948098	6.116344462	4.66113932	3.615640282	4.835246585	5.11189684	5.572484181	5.569303804	5.16076156	5.129377173	5.535567302	5.516094054	5.586073982	5.340999334
129.m00261_at	3.637230593	3.668122079	3.95089726	4.470188847	4.130529022	3.956748194	4.033915145	4.710837046	4.934682621	4.805243193	3.847443481	4.374533039	4.059964767	4.255883781
129.m00262_at	5.700480027	6.269392567	4.815302708	4.816787494	4.703980229	5.0819751	4.387755535	4.216125255	4.036800238	4.155918002	4.44209967	4.651539597	4.369239843	4.126329461
129.m00263_at	4.987054119	5.730859509	4.033525544	3.832585799	4.087422495	4.105538651	4.514304206	4.589310167	4.335719109	4.174246478	4.380124318	4.307232502	4.146765467	4.078812589
129.m00398_at	5.958681081	6.723870154	5.125644445	5.21648998	4.600659944	4.685927236	4.825648459	4.947769427	4.38983542	4.381841837	4.725910793	4.587881074	4.534564626	4.420125311
129.m00402_at	7.836822982	8.032729742	7.074486344	6.091976346	6.280267766	6.639562062	6.982362954	7.028730454	7.247057337	7.281594901	8.153342559	8.121770193	8.229032237	7.460394749
129.m00403_at	3.922588544	3.744765816	4.231598478	4.347686908	3.996631745	3.908614329	4.331776331	4.073916377	4.127713255	3.994067367	4.487745246	4.275122516	4.496247395	4.557488952
129.m00404_at	3.833877269	4.20624321	4.485440188	4.658971512	4.530202983	4.419787103	4.218882702	4.432129687	3.771904107	3.741327194	3.576831497	3.866854142	4.09212307	3.928110497
129.m00405_at	3.697912049	3.320364107	3.798890917	3.202924798	3.915237568	4.005387724	3.030626266	3.31168601	3.331230256	3.673001986	3.476954855	3.556132613	3.233716066	3.93719364
129.m00509_at	3.787635332	3.565595654	3.490507226	3.906436673	4.874925545	4.414968654	3.97339241	4.56009263	3.986093905	3.879192829	4.515660976	4.079092547	4.318765915	4.014932576
129.m00510_at	7.704068099	6.091725892	5.616045959	4.961340219	5.142574369	5.003188315	3.852324032	3.755764787	3.275851294	3.303127515	3.047544797	3.209226749	3.136478856	2.970238296
129.m00511_at	4.080589753	4.154769206	3.930437852	4.275013404	3.960007324	3.547035341	3.905454541	3.885488817	3.60082419	3.770937162	3.67080771	3.399311705	3.75752791	3.423825543
129.m00512_at	3.693510506	3.695313102	3.804698694	3.596420856	3.790467111	3.754888034	3.437399539	3.956896527	3.520786052	3.856181763	3.370352687	3.07049267	3.459512233	3.107525657
129.m00512_x_at	3.485809684	3.365396103	3.64013228	3.607529735	3.597059457	3.288701619	3.148264228	3.659053105	3.660493819	3.595010266	3.619036737	3.458741023	3.467899226	3.632239399
129.m00513_at	3.816734374	3.661104868	3.891972838	3.436241352	3.386464358	3.654803354	3.134969075	3.832610633	3.75523968	4.006935362	3.731739541	3.958775611	3.681265624	3.749305938
129.m00514_at	4.642795897	4.271657604	4.350677384	4.377171201	3.81368167	4.061783622	5.007460415	3.927874603	4.854087949	4.85103041	4.85746442	4.797174049	4.589031031	4.396298901
129.m00514_x_at	4.413107374	4.621964866	4.371056671	3.897168093	4.265064529	3.730770821	4.250030258	3.901637858	4.098104718	4.06824176	4.425088136	4.218466007	4.352285464	3.915786815
129.m00515_at	7.045749769	7.273189967	5.235515625	5.334140719	5.582132782	5.487171153	6.214143797	5.740291503	5.565719948	5.911499547	5.50562941	5.316929343	5.200640931	5.762079491
129.m00517_s_at	3.610692799	3.288661352	3.637973542	3.196511209	3.245216524	3.284006305	3.524659832	3.692010776	3.743085373	3.930174054	4.109821478	3.921305772	3.859020816	3.9863726
129.m00517_x_at	3.272266626	3.289350111	3.459023374	3.125851263	2.914539435	2.509763135	3.012809692	3.145346875	2.795737924	3.213680424	3.488344513	3.459326543	3.048922531	2.94149257
129.m00518_at	3.066162684	3.290329002	3.226308262	3.301928124	2.966958562	2.974987135	3.474117594	2.882841817	3.255580929	3.167744125	2.994692479	3.192174645	3.207636269	3.105066455
129.m00519_at	3.39088301	3.175434338	3.42095811	3.541457844	3.545646375	3.601431389	3.379753217	3.731350748	3.698328484	3.877581633	3.772784138	3.403174561	3.462960528	3.983695774
129.m00520_at	4.127313863	4.234354661	3.793479623	3.495918587	3.277099111	3.66855469	3.740892626	3.526808271	3.368013932	3.438424181	4.352449915	4.378805987	3.761242856	3.963804001
130.m00004_at	3.066915491	3.078633206	3.167502323	3.007650914	3.082855063	3.444299197	3.021239876	3.163219798	3.092626645	3.12532751	3.484092321	2.725558814	3.359421871	3.365017492
132.m00002_x_at	3.380547754	3.44357309	3.370529389	3.205305395	2.974233359	3.408290157	4.230252618	4.01206608	3.782926963	3.884832449	3.80471142	3.681139907	4.722231437	4.303709091
137.m00012_at	3.430652237	3.43775181	3.10999018	3.006620822	3.364736301	3.026140109	3.267390483	3.075814527	3.21287266	3.07152951	3.324648267	3.304271325	3.247793492	3.145394804
1405_i_at	2.640604897	2.903856196	2.488184218	2.756336777	2.658804948	2.63712574	3.016766047	2.714229819	2.892511398	3.116375271	3.320218307	2.898801434	3.336701445	3.398862638
1415670_at	4.028237173	3.445319891	3.331498689	3.578996334	3.269873459	2.915132287	5.196729791	5.132207772	4.817202598	4.849868452	4.997792585	5.247130428	4.435813859	4.213440644
1415671_at	3.377764372	3.483147802	3.061142432	3.484816198	3.018769262	3.429555541	5.087167227	5.398199054	3.613647727	3.175576381	3.691621414	3.445757859	3.213169438	3.384504809
1415672_at	3.12171783	3.292560673	3.4829348	3.205416678	2.917703165	3.112770173	7.100988294	7.109847786	3.061485087	3.209900158	3.154487224	2.946871902	2.872514308	3.513485357
1415673_at	2.822491211	3.147933965	3.052220263	3.198482487	2.831508734	2.994072947	4.780257517	5.088914247	3.565364461	3.450971021	3.290774402	3.350486023	3.518024209	3.436633673
1415674_a_at	3.667297217	4.032568885	3.05983719	3.709578194	2.681525954	3.043818154	5.965266889	6.517595497	4.663433366	4.536737116	5.07506831	4.876559448	4.501692092	4.386435359
1415675_at	3.464408793	3.576523343	3.331674895	3.966658559	3.160043468	3.120063581	4.846542404	5.119145594	4.371186717	4.143943368	4.353579536	4.344481852	4.178051235	4.195029152
1415676_a_at	3.836096657	3.825115009	3.305777308	3.379510101	3.180823615	2.404427842	6.234213709	6.915977602	4.993830621	5.021876853	4.890981932	4.862551683	4.863001542	4.300402205
1415677_at	3.412783664	3.299575767	2.935214806	2.626138196	2.574944431	3.118510428	4.82292325	4.846290473	3.323046052	3.418760476	3.397363033	3.817537942	3.477747645	2.98724464
1415678_at	4.089398267	3.728872832	3.818929067	3.63262678	3.002812481	3.72110613	6.255977132	5.859072676	4.190207499	4.274883676	4.106859101	4.508277214	4.34871286	3.808854472
1415679_at	3.572777212	3.52627281	3.377305728	3.522786582	2.778680548	2.695285492	7.257317664	7.685998046	4.000523527	4.377299595	4.074729784	4.059983405	4.035073841	3.855290063
1415680_at	3.506152355	3.374811159	3.531744511	3.608639378	3.055146855	3.598291541	4.850786459	4.74419114	3.88337092	3.743635999	4.120998767	3.99634505	3.502954487	3.439326049
1415681_at	3.552938262	3.385245127	3.416111908	3.253098562	3.536339243	3.191200876	4.600868114	4.975347449	3.850851391	3.211993355	3.606903831	3.767224908	3.264242094	3.094469948
1415682_at	3.18589802	3.135841737	3.110510638	3.181730468	3.062253572	2.908211814	3.882581394	4.006111068	3.378603702	3.430148573	2.923823067	2.786762655	3.524235594	3.079635409
1415683_at	4.035385443	4.02567807	3.388423477	3.376729667	2.699797238	2.951975605	6.806558195	7.236770263	5.052366285	5.09364942	5.294039389	5.453324683	5.255944201	4.713806959
1415684_at	3.137284267	3.165466819	3.531249797	3.259777978	2.801057945	2.853251573	4.920555112	5.63400687	3.573364963	3.507362734	3.377478574	3.300169357	3.077098443	3.41616044
1415685_at	3.091646838	3.415599915	2.891777716	2.91364629	2.978669539	3.080063511	4.532744638	4.649473251	3.617779082	3.771696027	3.381223552	3.935212316	3.232843174	3.811845886
1415686_at	3.20274034	3.009792511	3.475007832	3.253130078	2.685847204	2.803433992	5.171809925	5.408809899	3.422258066	3.541156994	3.919522801	3.767456204	3.535657557	3.435581443
1415687_a_at	3.747186392	3.791083879	3.198742002	3.470972285	2.783527637	2.812829404	6.970012253	7.868480874	4.31095446	4.050927252	4.102679885	3.725947557	3.875224093	3.911870029
1415688_at	3.255024169	3.571952094	3.335739063	3.0280403	3.091570524	3.176096767	6.868214222	6.896099643	3.4115302	3.34055998	3.634877332	3.352647849	3.450376111	3.373912526
1415689_s_at	3.756797145	3.48446085	3.060729824	3.195792739	3.073133671	2.967826478	5.666828015	5.791266895	3.168342137	3.095524793	3.468169735	3.54324713	3.724637229	2.978093307
1415690_at	3.558137945	3.698715216	3.394064071	3.380419658	3.20386122	3.320267535	6.257915173	6.700572072	3.682255894	3.406446967	3.63606413	3.243924019	3.172499625	3.23994268
1415691_at	3.42690846	3.74671707	3.400461729	3.762137169	2.864355453	3.374878354	6.215939897	6.054980259	3.313381206	3.340312289	3.29966469	3.852543967	3.4947543	3.292400474
1415692_s_at	3.152663422	3.290167057	3.0062658	2.641473904	2.980994564	3.002782745	7.483539711	7.970086874	3.235276248	3.320027634	2.928541346	3.121988709	2.819462847	2.892338488
1415693_at	3.596592294	3.65625738	3.415546897	3.956329385	2.875988386	3.03828417	5.107366993	5.621063748	3.605313249	3.468910979	3.495834104	3.497775769	3.829201943	3.856355098
1415694_at	3.284112058	3.340570044	3.352495431	3.259218339	3.058970069	3.322339614	4.187983667	4.194483344	3.789414351	3.867038179	3.916586079	3.882676159	4.210283116	3.691596142
1415695_at	3.384940368	3.143873153	2.988880362	3.013505899	2.363938976	2.648026388	7.199576163	7.983341905	4.461365722	4.041465324	5.275275023	5.389855508	4.634116018	4.502826196
1415696_at	4.023026434	3.922061189	4.054024479	3.545988172	3.273746829	3.571822719	6.476950587	6.776486295	4.27856908	4.106568185	4.370079551	4.29699314	4.284422361	3.797542201
1415697_at	3.778450907	3.794688179	3.84534327	3.649308215	3.300549288	3.31639079	5.609577552	6.064919544	4.169174488	4.209302801	4.110830847	3.866728992	3.931961291	4.026870902
1415698_at	3.493987431	3.330849744	3.53733395	3.558425235	2.804917645	3.435019662	5.753843099	5.955267409	4.143541995	3.712068452	3.633645966	4.035644632	3.86368354	3.63444377
1415699_a_at	3.575144155	3.661629297	3.633979809	3.380828366	3.436376951	3.468960616	5.029840019	5.511264855	3.416988344	3.745760962	3.788869823	3.498540568	3.725995597	3.299777748
1415700_a_at	3.273563172	3.520610898	3.202850001	3.386055509	2.65458682	2.667293955	6.558937921	7.190905942	3.768415071	3.662205734	3.593826798	4.068872111	3.324584371	3.639072534
1415701_x_at	3.985393777	3.949892302	2.648758146	3.106101951	2.358256496	2.952528748	10.84808978	11.0941149	6.282782855	6.507210417	6.351913436	6.414747957	6.080472122	5.755898993
1415702_a_at	4.234194149	4.378262703	3.487131	3.527843151	2.514975278	3.301687052	6.722363286	6.715895308	5.679853897	5.667845262	6.44637057	6.458399838	5.92379485	5.393930854
1415703_at	3.330648877	3.390160283	3.010856881	2.97337178	3.065435792	2.870952613	5.325331028	5.027154571	4.334002877	4.421297409	4.507056636	4.531702999	4.161994416	4.415530766
1415704_a_at	3.110338427	2.858373974	3.167565021	3.303436857	2.91456154	2.839576184	5.873485928	5.830730871	2.992044496	2.612918562	3.016263324	3.244880588	2.919417086	3.206881515
1415705_at	2.88041239	2.851285527	2.992835445	2.830026382	2.766394056	3.186926798	4.767121844	4.956153174	3.17047106	3.288588382	3.467742738	3.024454308	2.953665163	3.073403515
1415706_at	3.211884736	3.246728629	3.193783464	2.857814139	2.790455951	3.406340646	6.437878548	6.706840091	3.568300464	3.600502042	3.311784799	3.394989071	3.382847475	3.240961472
1415707_at	3.747802454	3.779526999	3.619143782	3.711563265	3.089853267	2.963142025	5.186416695	5.29158649	3.874499575	3.721503515	3.63583256	3.857000218	3.788078293	3.607636096
1415708_at	3.25801136	3.302851498	3.286716523	2.961032778	2.95514763	3.16305766	5.70629556	5.63757023	3.216847465	2.962592304	3.183131253	2.896108879	2.563937715	3.298317156
1415709_s_at	3.826344449	4.059763478	3.816912171	3.24926066	3.177385759	3.099857816	5.220690595	5.693169521	4.193781805	4.143132076	4.388677206	3.823758953	4.732913557	3.730106379
1415710_at	3.746444601	3.928492981	3.451615877	3.380414083	3.316300372	3.537397998	4.805439409	5.046127826	3.682474729	3.644997734	3.757274031	3.857176761	3.941293027	3.710742788
1415711_at	3.277891521	3.328669392	3.178959156	3.088435863	2.87373125	3.036638824	5.748024546	5.978789828	3.31785623	4.37250488	3.75061937	4.063593901	3.795730491	3.258937184
1415712_at	3.079566992	2.807928836	2.995251871	2.852946861	3.118522889	2.69946898	6.292273737	6.068643098	3.10672804	3.386783403	3.491706965	3.242036662	2.562086836	2.918088188
1415713_a_at	3.71462421	3.531811321	3.117116081	3.200129851	2.824628149	3.012908444	4.627457583	5.14663716	3.749373575	3.777389508	3.950626839	3.956136183	3.257240776	3.458178144
1415714_a_at	3.308761409	3.50049744	3.157682432	3.350845619	2.763973879	3.115624138	5.562435182	6.410356334	5.180593009	4.636797342	4.935064634	4.777814207	4.516096663	4.416694386
1415715_at	3.138866754	3.323879918	2.949276842	3.433195715	2.858646126	3.131842608	4.531490629	4.584707744	3.527481738	3.901345182	3.612477285	3.970037069	3.379961012	3.273832426
1415716_a_at	3.815065649	3.479517814	2.888895902	3.281592891	2.314355346	2.970182791	10.32457284	11.04317712	4.108146461	4.234643113	4.343959255	4.314673837	4.084582263	3.77763235
1415717_at	4.020404958	4.287198235	3.789403127	3.712471121	3.285267181	3.438817554	5.204099853	5.184155485	4.497526063	4.663697709	4.946698289	4.858166667	4.594208786	4.169217517
1415718_at	3.234342018	3.229819962	3.069219585	3.136531421	2.86653169	2.977615705	4.187372137	4.351396886	4.081562908	3.860028962	4.080395849	4.09679547	3.927366208	3.302768899
1415719_s_at	3.469719865	3.791425708	3.187912153	3.26678156	3.006990797	3.138242879	5.719641896	5.955956649	3.96065575	3.981275009	4.354712466	3.862200449	3.798220916	3.899970605
1415720_s_at	3.70232581	3.787433478	3.715703225	3.504060014	3.696502298	3.672185995	4.716182583	4.966079467	4.016833196	4.037282596	4.03100165	4.013539716	4.030728288	4.067684276
1415721_a_at	3.614704321	3.782637635	3.132652233	3.502525341	3.266491026	3.705075142	4.667266435	4.913247499	4.021681098	3.760958165	3.903219905	4.278959862	4.378861651	3.939503262
1415722_a_at	3.75941511	4.071238151	3.366963449	3.765995997	3.530392653	3.875839028	5.229330817	6.107550546	3.520468477	3.741326737	3.083958733	3.698732305	3.861177196	3.897633878
1415723_at	3.471770664	3.269249726	3.098795279	3.205700171	2.73143617	2.847972535	7.042435707	7.156401484	3.362182021	3.369113899	3.720504471	3.894075747	3.123519341	3.833654821
1415724_a_at	2.628161574	2.329095045	2.768844163	2.726062902	2.792338114	2.799017689	5.997852401	7.248031754	2.627074661	2.30375505	2.527102999	2.554017446	2.690982049	2.351774205
1415725_at	3.541231314	3.551593262	3.062824883	3.323964509	3.272179157	3.081404719	4.183289526	4.378752972	3.381734153	3.622021607	3.170983148	3.649868443	3.59386592	3.422022214
1415726_at	3.132945064	3.440884608	2.955438408	2.749915829	2.317372146	3.032935092	6.231172879	6.126020322	4.447158071	4.127063316	4.354751143	4.488463761	4.161155141	3.898497451
1415727_at	3.422572396	3.390640192	3.067216507	3.247489512	2.675263796	2.752629001	5.540774288	5.569391222	4.710952324	4.617252079	4.714935925	4.948888565	5.002766427	4.187777854
1415728_at	3.982987704	4.237527287	3.406765847	3.591562704	3.638989229	3.390904704	5.313108512	5.192378852	4.790228967	4.695930785	5.353643814	5.245635019	4.89745114	4.73122471
1415729_at	3.589821978	3.386382129	3.217813168	3.45466711	3.04305989	3.116526342	6.477925639	6.203069329	3.915949936	4.058066089	3.932248372	4.113052824	3.882532148	3.984701456
