	GSM802515	GSM802516	GSM802517	GSM802518	GSM802519	GSM802520	GSM802521	GSM802522	GSM802523	GSM802524	GSM802525	GSM802526	GSM802527	GSM802528
55.m04731_at	4.421098437	5.312912866	4.27240647	3.959500813	4.058761469	4.033862176	4.080829655	3.837281033	3.467813172	3.554369552	3.934238267	3.465402687	3.69289983	3.68346827
55.m04733_at	3.966640407	3.967670454	3.678841128	3.71103213	4.360710321	3.86315842	3.708120318	3.771869894	4.134003706	3.818284258	3.58656411	3.687320655	3.409453002	3.780682603
55.m04737_at	4.165932557	4.493993377	4.76865607	4.717294722	4.844551147	4.753127309	4.040929598	3.961994533	4.575276319	4.677908421	4.065796925	3.999462755	4.031587264	4.611833657
55.m04739_at	3.501278099	3.989703082	3.618623116	3.861448342	4.470962384	3.94275452	3.623978667	3.371102345	3.977351798	3.922768947	3.798171668	3.504997936	3.972086032	4.500538841
55.m04740_at	4.904820734	4.684454632	4.160677274	4.875521309	4.5590522	4.739428867	3.839186958	3.91544983	4.61814647	4.338124379	4.193310238	4.419227952	4.561046183	4.316232326
55.m04741_at	3.762442506	3.289405787	3.293642551	3.376260726	3.607246146	3.662953236	3.48102935	3.528172591	3.579899856	3.969508956	3.950980658	3.991494348	3.789675292	4.083354633
55.m04742_at	6.469633039	7.077723435	4.768950891	3.709148715	5.79052503	5.976209974	4.834533583	4.60986747	4.953821115	5.217074404	5.046303971	5.161175222	5.100864084	5.252013502
55.m04744_at	4.603180802	4.801879425	3.867863507	4.50548941	5.547815099	5.742991638	5.415249109	5.070825869	5.073251174	4.737759264	5.052835638	5.046870759	4.844237371	4.987025596
55.m04745_at	4.245990845	4.117765827	4.145610102	4.631775065	4.298511676	3.983668425	4.220151774	4.066561569	3.986399827	3.920632164	4.020736792	4.113804029	4.209896096	3.822094678
55.m04746_at	3.761923283	3.383850346	7.561527441	6.840983101	6.209555583	6.176518757	4.216566165	3.898015492	3.384232961	3.444217279	4.319114631	4.469312603	3.643112149	3.912611188
55.m04747_at	6.713480297	7.307935841	6.168949475	6.339606614	6.661522114	6.51240249	5.892278783	5.703280692	5.445339971	5.752728313	5.71417081	5.551998467	5.812574052	5.49775717
55.m04748_at	3.983770939	3.97263399	4.476181805	4.689431618	3.443899701	3.370354514	5.463752354	6.072860994	5.067139119	4.859598668	5.818907365	5.932856621	5.388007448	5.504191462
55.m04750_at	3.485193861	3.882215159	3.701450734	3.313146736	3.791336318	3.563548927	3.438106254	3.207960679	3.519814993	3.694384176	3.690769706	3.451975641	3.661773542	3.7921531
55.m04751_at	4.25316646	3.955923047	3.740482279	3.434600378	3.829760414	3.80103374	3.648232715	3.358969243	3.123946433	3.627070944	3.56097434	3.542031743	3.683170106	3.943374339
55.m04752_at	5.559527059	5.687831955	6.657711082	5.62902933	5.596296158	5.652307022	6.199943114	6.319793994	5.836476847	5.888063189	5.722918465	5.562606093	5.524618151	5.506333761
55.m04754_at	3.687849317	3.844163441	3.283186815	3.115009809	3.163917997	3.389423827	3.727662081	3.440476287	3.221607176	3.542445952	3.30066124	2.726985748	3.406253961	3.321455267
55.m04756_at	8.881721259	8.687089641	6.535603534	5.541458403	5.572345251	5.725085469	4.176192203	4.228974156	3.295729739	3.594552588	3.405184203	3.294812807	3.395116022	2.941002808
55.m04757_at	3.317654695	3.247755221	3.402010854	3.583407082	3.328770933	3.334479337	3.091310931	3.281204934	3.565624787	3.674968999	3.497950133	3.300317416	3.64810034	3.451831637
55.m04758_at	3.684880062	3.927465254	3.234088152	3.381596593	3.553119131	3.483650833	2.965873447	3.596015059	3.11005766	3.649435014	3.79102006	3.29946702	3.747100154	3.472960995
55.m04759_at	4.558299399	4.975420836	6.686870817	8.058289877	7.326308634	7.449026926	5.176489504	5.036680795	6.344754754	6.325318554	5.793234685	5.782349007	6.085144274	6.056432141
55.m04760_at	4.558399923	5.532244165	9.202743167	8.49761835	9.140393452	9.000380487	6.964476069	7.202634206	7.982053948	7.84135814	7.872398085	7.951424373	7.945000623	8.00038844
55.m04761_at	5.2109865	5.910898782	4.357326614	3.519811104	4.280233728	3.975007244	3.97000428	4.723721041	4.482100143	4.583408538	4.918084502	4.777603658	4.778310141	4.877515488
55.m04762_at	3.987013917	3.899506238	3.010137193	3.268664562	4.332723872	3.971302009	4.242409687	3.688307666	4.120027625	4.090058439	3.543637402	4.255018527	4.398976499	4.350618128
55.m04763_at	5.666884115	5.548133188	4.091313471	4.685214358	4.81750514	5.061629573	4.83696718	4.362136786	4.720999698	4.810251802	4.541319016	4.766194103	4.742810951	4.796766932
55.m04764_at	5.760204369	5.545047732	5.383942422	4.965035567	5.077751945	5.039109037	5.945737672	6.16733197	3.61156625	3.77816797	5.560593087	5.72155948	5.965510465	5.869063544
55.m04766_at	4.489668452	3.741680757	3.793848819	3.993048949	3.797947754	4.080626847	3.587975012	3.582071027	3.061424274	3.485075132	3.317148454	3.493204885	3.353669316	3.460739426
55.m04767_at	3.734817671	3.1284464	4.15645406	3.704231121	3.410457369	4.258988809	3.526957947	3.809421445	3.573889588	3.62787526	3.156979487	4.026642515	3.530889177	3.422383885
55.m04768_at	4.351090243	5.077420459	5.152272874	6.387838787	7.112981732	6.82411235	6.076294694	6.50113205	7.219215902	7.13742736	6.402236366	6.539411779	6.994286354	7.039910047
55.m04769_at	5.862514638	5.586536479	10.12731168	10.27404253	9.479598211	9.434003386	4.02238909	4.113879836	4.635336611	4.303820647	3.678458089	4.056878327	4.576203493	4.070692869
55.m04770_at	4.644317654	4.549048853	4.813078143	4.771321165	4.530248298	4.500030008	5.425503199	5.452066892	4.225296076	4.407090956	4.744691955	4.974463783	4.712419189	4.594010153
55.m04771_at	3.434268345	3.314041633	3.246518629	3.554357445	3.826604585	3.786775512	3.81870559	3.4521781	3.693606153	3.919115362	3.868584634	3.961254316	4.36172389	4.519066706
55.m04772_at	4.49637734	4.599257734	3.996484518	3.969530733	4.825261399	4.990248553	4.763281247	4.69060683	5.160145721	5.091371143	5.020220321	5.026167424	4.856989465	5.236903627
55.m04773_at	3.992142659	3.951782969	5.956392645	4.965889412	5.286304545	4.660807186	4.232133805	4.455843017	4.061895976	4.066340861	4.007366909	3.862237566	3.76883626	3.194411597
55.m04774_at	3.719656691	3.703465573	3.827228112	4.201970049	3.915424178	3.793838437	4.10075218	3.659917645	3.839188987	3.672011747	3.793793721	3.816463708	3.787561741	3.866040101
55.m04775_at	3.64139445	3.289424146	3.580954913	3.601319104	3.703154559	3.771958873	3.645199534	3.987917483	3.388568853	3.823111743	3.769508962	3.541528105	3.823027364	3.794097749
55.m04776_at	3.728748515	3.863077697	3.71580863	3.963136589	4.023849831	4.103256578	4.29140885	4.018617241	4.079114276	3.940405631	4.149316087	4.113514115	4.226509415	3.744409092
55.m04778_at	4.207252054	3.785859526	3.290501833	3.203106417	3.611860036	4.07938726	3.427953157	3.651316193	3.474226197	3.049446157	2.951524046	3.733975077	2.968586306	3.290244494
55.m04779_at	3.4735667	2.958326654	3.582285061	3.705521141	3.88500173	3.777828142	3.302372498	3.28804435	4.315345771	4.35740759	3.418306828	3.443682554	3.791393341	3.863398501
55.m04782_at	6.586921339	7.560076715	6.812813173	7.40755567	7.632082793	7.867430229	7.837713206	7.729084421	6.280040742	6.414993407	6.778764119	6.674179134	6.88134935	6.769049331
55.m04783_at	6.435206485	6.765131798	6.78164965	5.790068032	6.201054056	6.091624332	6.382351404	6.403945345	5.662277746	5.749578721	6.212786513	6.016249498	6.598086456	6.568764387
55.m04788_at	3.385141243	3.308821383	5.279340687	5.148453266	4.186145407	4.387688531	3.964977731	3.526624185	4.166227935	4.018964947	3.988144492	3.901790054	4.043163831	3.87187638
55.m04789_at	4.050000548	4.457349775	8.094819465	7.685845841	6.47434155	6.390367495	4.408027106	4.604746853	3.454755491	3.594316573	3.632898652	4.026447487	4.121372623	3.26252893
55.m04791_at	4.076408257	4.428994932	3.964228845	3.850577985	4.502530083	3.932653946	4.09681689	4.20959951	3.805388831	4.037844186	3.958579593	4.079163861	4.120591849	3.908518494
55.m04792_at	4.003814808	4.154757023	4.841943439	4.251223522	4.171235919	4.213722299	3.733832372	3.966921675	3.807767484	3.878375524	3.899016007	3.941899973	3.321339601	3.914721795
55.m04794_at	4.625571025	3.678161725	4.80101586	5.049470659	4.622439606	4.59293526	4.000693394	3.576193862	3.510945883	3.665456451	3.293085966	4.112059771	3.74877411	3.615858713
55.m04795_at	4.108068113	3.601211421	6.03761486	5.227756024	5.138304923	5.388216839	3.687952821	3.993164358	3.515469601	3.821990471	3.957491543	3.840687315	3.691539621	3.794472765
55.m04796_at	5.990211999	5.593155207	5.202479995	4.745372388	4.731289796	4.72570455	4.721840026	4.985069155	4.047705054	4.042514984	4.437463182	4.168943737	3.899228498	3.775893938
55.m04797_at	9.286296943	9.318398353	7.219657656	5.984607819	7.03949758	6.998476702	4.494239221	3.601116067	3.158195122	3.660130328	3.526993438	3.541341468	3.20792776	2.85930298
55.m04798_at	5.341862854	6.074812108	4.909829013	5.26583945	3.872424751	4.438523815	4.840918742	4.953977413	4.293216226	4.288229117	5.038295865	4.841159668	4.870610409	4.482881021
55.m04800_at	4.700094774	5.009560694	5.651925914	6.412772364	5.805509818	5.729689394	7.201541466	6.947884434	5.928691411	5.848197399	6.783177751	6.817593831	6.431391866	6.302125001
55.m04802_at	4.686641052	4.582155968	4.211259859	4.835907514	4.398034887	4.370415813	4.446767233	4.555862423	5.226936712	4.918298977	4.805060684	4.891267794	4.895073397	5.193872479
55.m04803_at	3.667082424	3.687708378	4.280724808	4.476978206	3.943271602	3.88271626	3.915887486	3.976554769	3.470680534	3.877888835	3.19757224	3.593700083	3.547072326	3.271900006
55.m04805_at	4.222126587	4.260645776	4.097271825	3.550674066	3.66551754	3.887001829	4.060239024	4.116240881	3.944335151	3.927314785	3.634505012	3.455950723	3.450390086	3.496394259
55.m04806_at	3.6789253	3.816412333	3.574201936	3.372174762	3.304776446	2.997547257	3.919280548	3.290522967	3.609721622	3.387134545	3.673753342	3.45422978	3.136288975	3.196609511
55.m04806_x_at	3.792202306	3.824716264	3.877420296	4.041153627	3.528783349	3.501676415	3.765880559	4.00310662	3.911691476	3.841637572	4.000154232	3.77392486	4.077498584	3.611411361
55.m04807_at	4.068935929	3.97065418	4.005421532	5.317391918	5.003298573	4.839912713	3.674931862	4.410770051	3.813198992	4.082365856	4.216647317	4.019497984	3.967415619	3.977214574
55.m04808_at	5.783990727	5.548793357	4.487918259	4.332653296	4.488947177	4.648828602	4.594140731	5.135217419	4.827749404	4.700870112	4.992721902	4.598898807	4.445895585	4.700464461
55.m04810_at	3.031367159	3.247759275	3.627244173	3.886887617	4.091716314	4.053030936	3.093912655	3.515957757	3.424209131	3.282810639	3.017104059	3.189474677	2.80572248	3.495588909
55.m04811_at	3.53632315	3.271488928	4.035104428	4.242500741	4.425966959	3.876843124	3.56818457	3.696948707	3.986098577	3.963928812	3.49670773	3.68378461	3.543581216	3.631310482
55.m04812_at	4.20604218	3.965940022	4.295664624	3.819369106	4.030915436	3.862887675	3.97213608	3.913591361	3.737774199	3.687438766	3.83065702	3.967362811	4.063707851	3.632420582
55.m04813_at	3.826862104	4.125915437	4.35673003	3.714055794	3.837549068	3.446600658	3.658162504	3.502328048	3.888033324	3.427060211	3.721447003	3.44733426	3.869328193	3.685176247
55.m04814_at	2.995674782	3.342583557	3.574422116	3.358700332	2.835861576	3.135312296	3.155811255	3.028848059	3.04864161	3.468487068	3.375282903	3.358311031	3.24431592	3.298455371
55.m04815_at	3.453804099	4.46622214	3.517030794	3.066081915	3.699064398	3.443813137	2.904521975	2.837332908	2.626735141	2.901669377	2.87548426	3.078052157	2.691368312	2.755805147
55.m04815_x_at	4.029196287	5.182709352	3.733842518	4.221862446	4.04878813	3.557362566	3.22182328	3.059288691	2.639625615	2.820016579	3.347008893	2.663999502	2.802522311	2.639865365
55.m04816_at	3.50573413	3.388453784	3.108287874	3.302006008	3.085134886	3.300004999	2.726829021	3.100215819	2.976165267	3.042743863	2.995151792	3.247951044	3.154766285	3.10597898
55.m04817_at	4.320739218	4.006093787	3.875057517	4.1061838	3.874909802	3.911389736	3.994168893	4.092439777	4.192474011	4.040118149	4.058724333	3.743658499	4.049245103	4.316840738
55.m04819_at	3.41746624	3.609243541	3.644220569	3.486022905	3.643904423	3.820016816	3.43603256	3.377864065	3.525390208	3.589937059	3.518987009	3.691619779	3.422492457	3.657488136
55.m04820_at	3.589661738	3.529502237	3.129463451	3.328703883	4.122705845	4.285694384	3.875472135	3.857656266	4.282474019	4.140271035	3.969318031	4.134617926	4.418005615	4.371977602
55.m04821_at	3.261224127	3.39005749	3.168062738	3.236690373	3.231810433	3.133315873	3.287804168	3.177182403	3.52787663	3.485875765	3.09273743	3.140421984	3.468735098	3.646475112
55.m04822_at	3.353619743	3.621689445	3.517495328	3.646784567	3.587205716	3.369724514	3.234632191	3.52073902	3.423816647	3.21061952	3.631851708	3.351491375	3.386463359	3.350192674
55.m04824_at	6.024546127	6.540179375	4.6408901	4.138783815	4.55228118	4.452188554	4.617999536	4.702401416	4.408614283	4.312532845	4.790074888	4.751949426	4.634832549	4.350724735
55.m04826_at	2.895569614	2.904325436	2.988299657	3.127857924	2.99010241	2.69424004	3.050332239	3.101296547	2.719259866	2.676351232	2.949394264	3.132648318	2.951441799	3.187878624
55.m04827_at	4.145640238	3.831139966	3.299285688	3.861301311	3.740728726	3.472109214	3.266611229	3.252142166	3.618004903	3.384276589	2.997940293	3.354812586	3.63417496	3.507391246
55.m04828_s_at	4.645325002	4.131239671	3.646752491	3.371242697	3.546843012	3.476523977	3.547630977	3.614606287	3.051868266	3.240318528	3.516467502	4.101751089	3.174541464	3.000674908
55.m04829_at	3.646847807	3.570668243	3.573731761	3.412290606	2.997151752	3.186887319	3.170444119	3.231201165	3.661245634	3.176906896	3.315100903	3.252867357	3.067297661	2.903628048
55.m04830_at	5.312853655	5.489369263	4.000991133	3.733824958	4.267507023	4.426959308	6.430613547	6.048881204	5.210409085	5.286970099	5.732524425	5.73949857	5.520261915	5.643740184
55.m04833_at	4.687012676	4.580708879	4.072012622	4.132438029	4.882862872	4.829278653	4.43884448	4.234772201	4.132163536	4.090706738	3.994081363	4.335348144	4.469287189	4.479566318
55.m04836_at	6.056999187	6.603563565	4.716573171	4.561447087	4.896058002	4.801951416	4.928523201	5.005703003	4.573337854	4.832268799	5.282577734	5.150536048	5.008366943	5.053758316
55.m04837_at	4.154849505	4.289943855	3.851360613	4.121241334	4.241471823	4.729999225	3.864601931	4.129404412	4.31462571	4.218033918	4.073528519	4.066645714	3.938723105	4.462521206
55.m04838_at	5.844114367	5.372091904	5.022912166	5.706769794	5.562394213	5.730494885	6.035760632	5.857654793	5.257018381	5.245012594	5.683611892	5.53487792	5.564514273	5.598564883
55.m04840_at	4.228991943	4.683289943	8.855133084	8.831672309	6.768406853	6.632519677	4.399124357	4.113100829	3.562416886	3.55887248	3.696525627	4.183033016	3.253080071	2.973422474
55.m04842_at	5.190107031	4.943878482	4.069857112	4.61737063	4.701375178	4.895891926	4.294171957	4.721158597	4.663804308	4.029944426	4.110841393	4.290826253	4.803449516	4.14549507
55.m04843_at	4.717969977	4.87431326	5.46298662	5.542183745	5.31090365	5.170723567	6.04963089	6.084683035	5.941496409	5.915039812	5.4338331	5.300136072	5.4702237	5.575570053
55.m04845_at	4.163116087	4.90905235	4.218336324	4.045319946	4.071299158	4.070166743	4.559972863	4.550965994	4.472032408	4.320105091	4.669964803	4.389417409	4.646921817	4.423819362
55.m04846_at	3.828454047	4.124446891	4.394974076	3.960447729	4.153037245	4.056298368	3.663283582	3.563594755	3.89008786	3.91727061	3.589257397	3.733663002	3.982515302	4.176139999
55.m04847_at	4.046863707	4.260736241	4.495186111	5.463811504	4.364071848	4.392783808	4.465510457	4.726600274	4.520893906	4.701244613	4.604635527	4.623459172	4.850896477	4.990249599
55.m04848_at	4.32556085	4.398820849	6.733315207	7.295425184	6.574088773	6.594916347	5.932719429	5.813035666	6.400392367	6.285255027	5.21687924	5.294454472	5.653613341	5.301446293
55.m04849_at	3.638783452	3.591726605	3.743136155	3.552625941	3.49788545	3.43565488	3.801281255	3.656107334	3.379413644	3.282787865	3.387726135	3.778453895	3.075913725	3.184037162
55.m04850_at	4.096528511	4.050991458	10.20279713	10.36292007	9.161349679	8.931592694	3.619078928	3.654982683	2.951593229	3.176008737	2.974656609	2.971029411	3.292752879	2.805962345
55.m04851_at	4.65938915	4.096668228	8.09488304	7.52376398	5.99705809	6.029876752	4.442510896	4.264132124	3.752161361	3.78317973	4.115698718	3.864489878	3.876957778	3.379922694
55.m04852_at	3.478407259	4.050117604	2.997636366	3.604725861	3.227843155	3.350599947	3.645727635	3.299974333	3.655228113	3.480942103	3.753134106	3.600840441	3.235904378	3.385148219
55.m04853_at	3.603233025	3.271363152	4.123259956	3.664601534	3.809830532	4.322213612	3.698176182	4.011389669	3.209963727	3.259620685	4.237678191	3.814650877	4.632627495	4.846756198
55.m04854_at	5.040009234	5.402517329	4.077491632	4.751286742	4.354101642	3.791418626	4.120603454	4.240754658	3.717545858	4.050823717	3.84596741	3.808856527	3.648213196	3.75530101
55.m04855_at	4.789403844	4.933259667	5.450423974	5.41848303	5.252184811	5.230142109	4.96102737	4.857296749	5.262379812	5.293605969	5.273728737	5.156335599	5.125745993	5.105192144
55.m04856_at	3.943331502	4.027068977	3.860831187	4.042622108	3.147170579	3.764521976	3.946285551	3.6715445	3.615598422	3.625353766	3.555484385	3.233762142	4.046515025	3.79424706
55.m04857_at	4.302150521	4.183185028	3.613639383	3.965485526	3.774421831	3.97417278	4.252452743	3.909001619	3.91654996	4.037858748	4.091261162	4.047625807	4.131298768	3.887905094
55.m04858_at	4.02026065	4.004982179	3.854259816	3.906629258	4.220765969	4.068202733	4.246865013	4.058116856	4.111379011	4.447318544	4.270813162	4.31654264	4.093836662	3.80796243
55.m04859_at	4.355478116	4.362655972	3.674321471	3.71134943	3.373186866	3.618204153	3.663526018	3.892715685	3.598361055	3.885343933	3.793209783	3.733360838	4.024837822	3.976317507
55.m04860_at	3.985886064	4.158190183	4.275274924	4.282545027	4.147340771	4.082017705	3.93971129	4.013282724	3.808411905	3.610577699	3.999809513	4.113675879	3.889685182	3.543326783
55.m04861_at	3.518016791	4.058718819	3.586604171	3.495100518	2.860604641	3.236310763	3.54999445	3.367569138	3.33126363	3.566533695	3.741536197	3.649499814	4.086109372	3.326652823
55.m04862_at	4.83897127	5.391039481	3.838400272	3.813790375	3.77034312	4.175553246	4.901267239	4.927062484	4.032537813	4.440222357	4.133364814	4.177532	4.104445975	4.092351159
55.m04865_at	4.897536189	5.390511732	10.06567793	9.877670305	8.656270917	8.575256179	6.620321854	6.71447171	4.412971888	4.396820524	6.793245896	6.980597287	6.731446619	6.548934096
55.m04867_at	3.43351822	3.509731976	4.244498299	4.001912072	4.089197063	3.820716171	3.768160322	3.39338049	3.734511118	3.714321808	3.904209169	3.727105293	3.626082421	3.777324616
55.m04868_at	3.972083083	4.278188058	3.966234729	4.158106037	4.547571166	4.014606859	4.263570483	4.25938871	4.106024166	3.81229403	3.665233318	4.174408329	3.906923484	3.744565802
55.m04869_at	3.643966504	3.804314249	3.997408463	4.066763317	3.634799404	3.265799765	4.182316538	4.793990677	4.671278568	4.453296487	4.551043523	4.596842349	4.706976948	4.686743329
55.m04870_at	4.351535773	4.319880041	4.40361406	4.624453387	4.190705932	3.792895269	4.207241112	4.074526206	4.532950591	3.974849459	4.425143503	4.064480682	3.963345042	3.608443412
55.m04870_x_at	4.27642979	4.252649007	4.214714128	3.813401609	3.254892091	3.721050506	3.73423499	4.008718477	4.24132585	3.79015514	3.835626768	3.967848359	3.575431343	3.414212462
55.m04872_at	5.173068738	5.768622237	3.953658085	4.124678258	5.81978421	5.994816005	9.424213087	9.251927501	8.744211039	8.777512244	9.05304253	9.051450894	8.958083699	8.865475877
55.m04873_at	3.06121141	3.486378431	2.989864556	3.055287316	3.165274732	3.839750954	3.302299276	3.038353896	3.525004145	3.483718486	3.35411198	3.411308848	3.775821031	3.594444209
55.m04877_at	4.131248946	3.577075399	4.715046695	4.675735404	4.684558641	4.812452722	4.739513195	4.719075392	4.625826324	4.565025263	4.755213357	4.867075751	4.513322253	4.368543228
55.m04878_at	4.081034237	4.174839756	3.771454898	4.343502676	4.37631282	4.50936817	4.831404954	4.674546988	5.050261631	4.655390663	4.255730489	4.516270786	4.636296596	4.696318285
55.m04879_at	7.622697948	7.318911777	6.415445662	5.423818098	6.053400697	6.186920916	6.185715591	6.094088851	5.067641005	5.403182541	5.917992827	5.883027221	5.902131793	5.909168842
55.m04880_at	3.909924335	4.567577414	3.593018392	3.254399758	3.878643529	3.563092436	3.147213929	3.379520111	3.473234727	3.042357592	3.605735447	3.550716073	3.736145579	3.446107579
55.m04881_at	4.232632282	4.08201901	3.872206141	3.955834992	3.825537909	3.851805218	3.685172963	4.116320685	4.073296407	3.638234506	3.720790709	3.855074257	3.757758452	3.532207819
55.m04882_at	3.989742594	3.853393642	3.467820807	3.857017852	3.700796791	3.837742347	3.191577198	3.185560465	3.972131596	3.823033785	3.368920118	3.443436771	3.442632535	4.269419189
55.m04883_at	4.837775142	4.687555028	3.855296387	3.875997794	3.895350036	3.992945843	3.866020371	4.290328467	4.586673712	4.918491165	4.702402395	4.462031982	4.658977795	4.735470212
55.m04885_at	3.964081093	4.728292779	3.607649719	3.820669176	4.591124418	4.515999626	3.678181622	4.126862317	3.881772081	3.740119539	3.542601218	4.013609569	3.691404971	3.996037897
55.m04886_at	3.620496567	3.479443596	3.903288313	3.136426094	3.698300997	3.682023727	3.602169647	3.379605357	3.775691946	3.694191517	3.771039574	3.550439663	3.320924463	3.57150558
55.m04887_at	3.793257243	3.947092566	6.111821721	6.409594013	5.776315575	5.808214173	5.247922075	5.51494617	5.705847974	5.380961427	5.099495379	5.060867452	4.947970957	5.166069586
55.m04888_at	4.264225065	3.361199929	3.579888132	3.763634691	3.046822293	3.347047812	3.082692112	3.418770335	3.475843481	3.352560499	3.58159355	3.554677595	3.332644449	3.714515092
55.m04889_at	4.537548543	4.874124008	4.393484986	3.59412333	4.346092285	4.562886978	3.989069542	3.775347465	3.91920049	3.961769695	4.110880527	3.701580253	4.357060697	3.614189408
55.m04891_at	5.551484716	5.108874033	3.990087394	4.419658621	5.045792919	4.844481056	4.466255588	4.631461098	3.636596699	4.049959251	4.227136444	4.345515986	4.433049183	4.629313657
55.m04892_at	3.210601676	3.484164027	3.921032306	4.057263713	4.079101097	3.556561661	4.128023848	4.489612222	4.41663569	4.145164964	3.96578045	4.290721211	4.077748659	4.524306415
55.m04893_at	5.114836437	4.628026145	5.547329911	5.428648823	4.863469739	4.776655676	3.711142351	3.905753897	3.831237702	3.829580494	3.524681545	3.591320782	3.029332357	2.902981874
55.m04894_at	3.650197758	3.902891827	4.829808939	4.0038348	3.818705237	3.605701518	4.290654097	4.173633326	4.167861273	4.340221445	3.864768067	3.942059143	3.27824475	3.893713336
55.m04896_at	3.857036099	3.23376565	4.458142013	4.167048175	3.935338072	3.68503978	4.123479615	3.585582332	4.146243108	4.224442289	3.864752848	4.231716066	3.861685178	4.075944516
55.m04898_at	4.869276956	4.462135603	4.359432578	4.011220633	3.898420701	4.253388591	4.312170082	4.88524967	4.468492359	4.498585065	4.5533528	4.030285893	4.237592326	4.493067953
55.m04899_at	4.444724565	4.411488078	4.512885126	4.054565737	3.371747322	4.025067548	4.571172107	3.853206718	4.166252175	3.900189891	3.863541626	4.144815433	3.320260531	3.536549242
55.m04901_at	4.429822298	4.190824084	4.440510631	4.468875148	4.430696533	4.168596258	4.388797458	4.49741838	4.090092683	4.27929951	3.812272456	3.492529602	4.106139749	4.160375866
55.m04902_at	3.94358671	4.060922666	3.815735196	4.633382388	3.382343803	3.89675751	4.316637359	4.319515774	4.137872836	4.208190111	4.245212443	3.939136251	4.068995142	4.213754663
55.m04903_at	4.15980457	4.39060269	4.864644579	4.796287623	5.18232677	5.073780235	4.374090773	4.162216895	4.406114995	4.16002321	4.516848288	4.261462596	4.435814972	4.372154852
55.m04906_at	3.567517867	3.798406948	3.920831961	3.940136803	3.589609032	3.879560268	4.262541558	4.041764473	4.345090318	4.001072612	4.324445822	4.490203064	4.280994049	4.359802985
55.m04907_at	3.470405289	3.664383913	3.756230689	3.712500517	3.323088007	3.798691888	3.540165475	3.784471683	3.825851375	3.841369418	4.046274642	3.922884263	3.745514495	3.665178762
55.m04909_at	7.985033214	8.639041321	6.053605966	4.889675736	5.962144748	5.975348206	3.848501258	4.053796782	3.058906296	3.581074225	4.142941746	4.083171751	4.105997433	3.702431819
55.m04910_at	3.843839669	4.163945573	3.638497666	3.428364195	3.307877305	3.3830317	3.518659198	3.570295626	3.428418489	3.989102347	3.953036712	3.590936183	3.403940082	3.669186777
55.m04911_at	6.553274231	5.71349187	4.433292666	3.711388026	5.162683769	5.1436946	4.345355939	4.264883696	4.9347512	4.859211636	4.650931965	4.758693417	4.693786724	4.694589217
55.m04912_at	4.863606679	4.948747039	4.42778076	3.919913442	4.231891963	4.401692241	4.490208882	4.159130376	5.084296836	4.618688331	4.608130954	4.779607847	4.675307294	4.82468468
55.m04914_at	3.950984344	4.085226461	4.157606483	4.235818859	4.162823146	4.215953166	4.487794527	3.551434221	3.757248697	4.138003344	4.566463165	4.518423774	4.406052108	4.364429159
55.m04915_at	3.664616824	3.343415999	3.482226768	4.203087027	4.58408281	4.468321562	3.648468874	3.204680982	3.386945342	3.56848608	3.949131006	3.591619772	3.598633672	3.388295196
55.m04916_at	3.700099735	3.533797456	4.425133255	4.282859871	4.176965375	3.932123929	3.835485076	3.657330363	3.213866509	3.584475706	4.868639685	4.264022547	5.004894809	5.25559835
55.m04917_at	3.68435585	3.353639816	3.814817891	4.50345596	5.180858502	5.149251542	4.419514014	4.329445298	4.646095812	4.842422711	4.77680434	4.66751726	4.989223111	4.843427436
55.m04919_at	4.121129339	4.158606926	6.948926523	6.333537027	6.092580339	5.313103311	5.20487879	4.857817383	4.100140065	4.30928807	4.2776411	4.141069829	4.553298133	4.466111165
55.m04920_at	3.441442378	3.530572487	3.845069369	3.542335608	3.520117466	3.883195293	3.523255428	3.57338854	3.616543571	3.627714882	3.846422247	4.06056325	3.356673861	3.628720383
55.m04921_at	3.855143916	3.867504828	4.253622422	4.961495588	4.496128349	4.327487183	4.087430427	3.864454738	3.557701192	3.943278839	3.861062048	4.013006075	3.785377379	3.725133178
55.m04923_at	5.638261351	5.657930084	4.588142555	5.31564462	4.865008412	4.810017411	6.466368184	6.022969958	5.077640827	4.908415984	4.928949089	4.522210205	5.034704203	4.833008845
55.m04924_at	3.640777116	4.122209518	4.216284076	3.711481082	4.273024851	4.352540262	3.611587696	3.951299527	3.838836623	3.590591539	3.404959195	3.817081938	3.787403361	3.416551371
55.m04926_at	6.871065508	6.693800499	7.174732808	6.251744234	6.885973754	6.991771234	5.665568736	5.67686138	5.211558411	5.172338184	5.61381327	5.55251196	5.819766303	5.684056096
55.m04927_at	3.918426554	3.597102364	4.126212587	4.729000734	5.095576887	5.17212027	4.652186787	4.616561976	4.301638264	4.458142299	4.396312757	4.136504499	4.267869783	4.586282084
55.m04928_at	3.752581118	3.612027005	4.119313096	3.553439072	4.586849448	4.33101592	3.730975119	3.929566983	3.770994138	3.614709744	3.026172788	3.809549104	3.763931635	3.395830001
55.m04929_at	6.684525392	6.945565539	5.00784606	4.550397985	4.402694515	4.765922609	5.608839489	5.821200126	4.202019672	4.774544152	4.986115408	4.856811014	4.901309343	4.511090925
55.m04932_at	4.168890193	3.778375055	3.470760085	3.429190435	3.973903571	3.748943905	3.175376121	3.39582739	3.52545331	3.754056017	3.882988051	3.494867411	3.490670947	3.667162609
